Kota/Kabupaten,Tahun,HDI
Kota Kediri,2023.0,80.44
Kota Kediri,2024.0,81.35
Kota Kendari,2013.0,80.91
Kota Kendari,2014.0,81.3
Kota Kendari,2015.0,81.43
Kota Kendari,2016.0,81.66
Kota Kendari,2017.0,81.83
Kota Kendari,2018.0,82.22
Kota Kendari,2019.0,82.86
Kota Kendari,2020.0,83.53
Kota Kendari,2021.0,84.15
Kota Kendari,2022.0,84.51
Kota Kendari,2023.0,84.85
Kota Kendari,2024.0,85.33
Kota Kotamobagu,2013.0,69.86
Kota Kotamobagu,2014.0,70.46
Kota Kotamobagu,2015.0,70.7
Kota Kotamobagu,2016.0,71.68
Kota Kotamobagu,2017.0,72
Kota Kotamobagu,2018.0,72.55
Kota Kotamobagu,2019.0,73.22
Kota Kotamobagu,2020.0,72.97
Kota Kotamobagu,2021.0,73.47
Kota Kotamobagu,2022.0,73.96
Kota Kotamobagu,2023.0,74.43
Kota Kotamobagu,2024.0,75.27
Kota Kupang,2013.0,77.24
Kota Kupang,2014.0,77.58
Kota Kupang,2015.0,77.95
Kota Kupang,2016.0,78.14
Kota Kupang,2017.0,78.25
Kota Kupang,2018.0,78.84
Kota Kupang,2019.0,79.55
Kota Kupang,2020.0,79.71
Kota Kupang,2021.0,79.74
Kota Kupang,2022.0,80.2
Kota Kupang,2023.0,80.62
Kota Kupang,2024.0,81.08
Kota Langsa,2013.0,73.4
Kota Langsa,2014.0,73.81
Kota Langsa,2015.0,74.74
Kota Langsa,2016.0,75.41
Kota Langsa,2017.0,75.89
Kota Langsa,2018.0,76.34
Kota Langsa,2019.0,77.16
Kota Langsa,2020.0,77.17
Kota Langsa,2021.0,77.44
Kota Langsa,2022.0,77.82
Kota Langsa,2023.0,78.36
Kota Langsa,2024.0,78.81
Kota Lhokseumawe,2013.0,74.13
Kota Lhokseumawe,2014.0,74.44
Kota Lhokseumawe,2015.0,75.11
Kota Lhokseumawe,2016.0,75.78
Kota Lhokseumawe,2017.0,76.34
Kota Lhokseumawe,2018.0,76.62
Kota Lhokseumawe,2019.0,77.3
Kota Lhokseumawe,2020.0,77.31
Kota Lhokseumawe,2021.0,77.57
Kota Lhokseumawe,2022.0,78.04
Kota Lhokseumawe,2023.0,78.92
Kota Lhokseumawe,2024.0,79.55
Kota Lubuk Linggau,2013.0,72.55
Kota Lubuk Linggau,2014.0,72.84
Kota Lubuk Linggau,2015.0,73.17
Kota Lubuk Linggau,2016.0,73.57
Kota Lubuk Linggau,2017.0,73.67
Kota Lubuk Linggau,2018.0,74.09
Kota Lubuk Linggau,2019.0,74.81
Kota Lubuk Linggau,2020.0,74.78
Kota Lubuk Linggau,2021.0,74.89
Kota Lubuk Linggau,2022.0,75.53
Kota Lubuk Linggau,2023.0,76.19
Kota Lubuk Linggau,2024.0,76.82
Kota Madiun,2013.0,78.41
Kota Madiun,2014.0,78.81
Kota Madiun,2015.0,79.48
Kota Madiun,2016.0,80.01
Kota Madiun,2017.0,80.13
Kota Madiun,2018.0,80.33
Kota Madiun,2019.0,80.88
Kota Madiun,2020.0,80.91
Kota Madiun,2021.0,81.25
Kota Madiun,2022.0,82.01
Kota Madiun,2023.0,82.71
Kota Madiun,2024.0,83.48
Kota Magelang,2013.0,75.29
Kota Magelang,2014.0,75.79
Kota Magelang,2015.0,76.39
Kota Magelang,2016.0,77.16
Kota Magelang,2017.0,77.84
Kota Magelang,2018.0,78.31
Kota Magelang,2019.0,78.8
Kota Magelang,2020.0,78.99
Kota Magelang,2021.0,79.43
Kota Magelang,2022.0,80.39
Kota Magelang,2023.0,81.17
Kota Magelang,2024.0,82.15
Kota Makassar,2013.0,78.98
Kota Makassar,2014.0,79.35
Kota Makassar,2015.0,79.94
Kota Makassar,2016.0,80.53
Kota Makassar,2017.0,81.13
Kota Makassar,2018.0,81.73
Kota Makassar,2019.0,82.25
Kota Makassar,2020.0,82.25
Kota Makassar,2021.0,82.66
Kota Makassar,2022.0,83.12
Kota Makassar,2023.0,83.52
Kota Makassar,2024.0,83.9
Kota Malang,2013.0,78.44
Kota Malang,2014.0,78.96
Kota Malang,2015.0,80.05
Kota Malang,2016.0,80.46
Kota Malang,2017.0,80.65
Kota Malang,2018.0,80.89
Kota Malang,2019.0,81.32
Kota Malang,2020.0,81.45
Kota Malang,2021.0,82.04
Kota Malang,2022.0,82.71
Kota Malang,2023.0,83.39
Kota Malang,2024.0,84.06
Kota Manado,2013.0,76.56
Kota Manado,2014.0,77.27
Kota Manado,2015.0,77.32
Kota Manado,2016.0,77.59
Kota Manado,2017.0,78.05
Kota Manado,2018.0,78.41
Kota Manado,2019.0,79.12
Kota Manado,2020.0,78.93
Kota Manado,2021.0,79.2
Kota Manado,2022.0,79.66
Kota Manado,2023.0,80.14
Kota Manado,2024.0,80.63
Kota Mataram,2013.0,75.22
Kota Mataram,2014.0,75.93
Kota Mataram,2015.0,76.37
Kota Mataram,2016.0,77.2
Kota Mataram,2017.0,77.84
Kota Mataram,2018.0,78.43
Kota Mataram,2019.0,79.1
Kota Mataram,2020.0,78.91
Kota Mataram,2021.0,79.14
Kota Mataram,2022.0,79.59
Kota Mataram,2023.0,80.09
Kota Mataram,2024.0,80.6
Kota Medan,2013.0,78
Kota Medan,2014.0,78.26
Kota Medan,2015.0,78.87
Kota Medan,2016.0,79.34
Kota Medan,2017.0,79.98
Kota Medan,2018.0,80.65
Kota Medan,2019.0,80.97
Kota Medan,2020.0,80.98
Kota Medan,2021.0,81.21
Kota Medan,2022.0,81.76
Kota Medan,2023.0,82.19
Kota Medan,2024.0,82.76
Kota Metro,2013.0,74.27
Kota Metro,2014.0,74.98
Kota Metro,2015.0,75.1
Kota Metro,2016.0,75.45
Kota Metro,2017.0,75.87
Kota Metro,2018.0,76.22
Kota Metro,2019.0,76.77
Kota Metro,2020.0,77.19
Kota Metro,2021.0,77.49
Kota Metro,2022.0,77.89
Kota Metro,2023.0,78.36
Kota Metro,2024.0,78.93
Kota Mojokerto,2013.0,74.91
Kota Mojokerto,2014.0,75.04
Kota Mojokerto,2015.0,75.54
Kota Mojokerto,2016.0,76.38
Kota Mojokerto,2017.0,76.77
Kota Mojokerto,2018.0,77.14
Kota Mojokerto,2019.0,77.96
Kota Mojokerto,2020.0,78.04
Kota Mojokerto,2021.0,78.43
Kota Mojokerto,2022.0,79.32
Kota Mojokerto,2023.0,80.07
Kota Mojokerto,2024.0,80.92
Kota Padang,2013.0,79.23
Kota Padang,2014.0,79.83
Kota Padang,2015.0,80.36
Kota Padang,2016.0,81.06
Kota Padang,2017.0,81.58
Kota Padang,2018.0,82.25
Kota Padang,2019.0,82.68
Kota Padang,2020.0,82.82
Kota Padang,2021.0,82.9
Kota Padang,2022.0,83.29
Kota Padang,2023.0,83.58
Kota Padang,2024.0,83.99
Kota Padang Panjang,2013.0,74.54
Kota Padang Panjang,2014.0,75.05
Kota Padang Panjang,2015.0,75.98
Kota Padang Panjang,2016.0,76.5
Kota Padang Panjang,2017.0,77.01
Kota Padang Panjang,2018.0,77.3
Kota Padang Panjang,2019.0,78
Kota Padang Panjang,2020.0,77.93
Kota Padang Panjang,2021.0,77.97
Kota Padang Panjang,2022.0,78.78
Kota Padang Panjang,2023.0,79.26
Kota Padang Panjang,2024.0,80.17
Kota Padangsidimpuan,2013.0,71.68
Kota Padangsidimpuan,2014.0,71.88
Kota Padangsidimpuan,2015.0,72.8
Kota Padangsidimpuan,2016.0,73.42
Kota Padangsidimpuan,2017.0,73.81
Kota Padangsidimpuan,2018.0,74.38
Kota Padangsidimpuan,2019.0,75.06
Kota Padangsidimpuan,2020.0,75.22
Kota Padangsidimpuan,2021.0,75.48
Kota Padangsidimpuan,2022.0,76.05
Kota Padangsidimpuan,2023.0,76.44
Kota Padangsidimpuan,2024.0,76.96
Kota Pagar Alam,2013.0,64.14
Kota Pagar Alam,2014.0,64.75
Kota Pagar Alam,2015.0,65.37
Kota Pagar Alam,2016.0,65.96
Kota Pagar Alam,2017.0,66.81
Kota Pagar Alam,2018.0,67.62
Kota Pagar Alam,2019.0,68.44
Kota Pagar Alam,2020.0,68.31
Kota Pagar Alam,2021.0,68.68
Kota Pagar Alam,2022.0,69.6
Kota Pagar Alam,2023.0,70.45
Kota Pagar Alam,2024.0,71.19
Kota Palangkaraya,2013.0,78.02
Kota Palangkaraya,2014.0,78.5
Kota Palangkaraya,2015.0,78.62
Kota Palangkaraya,2016.0,79.21
Kota Palangkaraya,2017.0,79.69
Kota Palangkaraya,2018.0,80.34
Kota Palangkaraya,2019.0,80.77
Kota Palangkaraya,2020.0,80.77
Kota Palangkaraya,2021.0,80.82
Kota Palangkaraya,2022.0,81.16
Kota Palangkaraya,2023.0,81.68
Kota Palangkaraya,2024.0,82.2
Kota Palembang,2013.0,75.49
Kota Palembang,2014.0,76.02
Kota Palembang,2015.0,76.29
Kota Palembang,2016.0,76.59
Kota Palembang,2017.0,77.22
Kota Palembang,2018.0,77.89
Kota Palembang,2019.0,78.44
Kota Palembang,2020.0,78.33
Kota Palembang,2021.0,78.72
Kota Palembang,2022.0,79.47
Kota Palembang,2023.0,80.02
Kota Palembang,2024.0,80.57
Kota Palopo,2013.0,75.02
Kota Palopo,2014.0,75.65
Kota Palopo,2015.0,76.27
Kota Palopo,2016.0,76.45
Kota Palopo,2017.0,76.71
Kota Palopo,2018.0,77.3
Kota Palopo,2019.0,77.98
Kota Palopo,2020.0,78.06
Kota Palopo,2021.0,78.38
Kota Palopo,2022.0,78.91
Kota Palopo,2023.0,79.45
Kota Palopo,2024.0,79.94
Kota Palu,2013.0,78.65
Kota Palu,2014.0,79.12
Kota Palu,2015.0,79.63
Kota Palu,2016.0,79.73
Kota Palu,2017.0,80.24
Kota Palu,2018.0,80.91
Kota Palu,2019.0,81.5
Kota Palu,2020.0,81.47
Kota Palu,2021.0,81.7
Kota Palu,2022.0,82.02
Kota Palu,2023.0,82.52
Kota Palu,2024.0,82.88
Kota Pangkal Pinang,2013.0,76.14
Kota Pangkal Pinang,2014.0,76.28
Kota Pangkal Pinang,2015.0,76.61
Kota Pangkal Pinang,2016.0,76.73
Kota Pangkal Pinang,2017.0,76.86
Kota Pangkal Pinang,2018.0,77.43
Kota Pangkal Pinang,2019.0,77.97
Kota Pangkal Pinang,2020.0,78.22
Kota Pangkal Pinang,2021.0,78.57
Kota Pangkal Pinang,2022.0,79.24
Kota Pangkal Pinang,2023.0,79.93
Kota Pangkal Pinang,2024.0,80.4
Kota Pare Pare,2013.0,75.1
Kota Pare Pare,2014.0,75.66
Kota Pare Pare,2015.0,76.31
Kota Pare Pare,2016.0,76.48
Kota Pare Pare,2017.0,76.68
Kota Pare Pare,2018.0,77.19
Kota Pare Pare,2019.0,77.62
Kota Pare Pare,2020.0,77.86
Kota Pare Pare,2021.0,78.21
Kota Pare Pare,2022.0,78.54
Kota Pare Pare,2023.0,79.03
Kota Pare Pare,2024.0,79.64
Kota Pariaman,2013.0,74.51
Kota Pariaman,2014.0,74.66
Kota Pariaman,2015.0,74.98
Kota Pariaman,2016.0,75.44
Kota Pariaman,2017.0,75.71
Kota Pariaman,2018.0,76.26
Kota Pariaman,2019.0,76.7
Kota Pariaman,2020.0,76.9
Kota Pariaman,2021.0,77.07
Kota Pariaman,2022.0,77.65
Kota Pariaman,2023.0,78.13
Kota Pariaman,2024.0,78.88
Kota Pasuruan,2013.0,72.89
Kota Pasuruan,2014.0,73.23
Kota Pasuruan,2015.0,73.78
Kota Pasuruan,2016.0,74.11
Kota Pasuruan,2017.0,74.39
Kota Pasuruan,2018.0,74.78
Kota Pasuruan,2019.0,75.25
Kota Pasuruan,2020.0,75.26
Kota Pasuruan,2021.0,75.62
Kota Pasuruan,2022.0,76.54
Kota Pasuruan,2023.0,77.17
Kota Pasuruan,2024.0,77.75
Kota Payakumbuh,2013.0,76.34
Kota Payakumbuh,2014.0,76.49
Kota Payakumbuh,2015.0,77.42
Kota Payakumbuh,2016.0,77.56
Kota Payakumbuh,2017.0,77.91
Kota Payakumbuh,2018.0,78.23
Kota Payakumbuh,2019.0,78.95
Kota Payakumbuh,2020.0,78.9
Kota Payakumbuh,2021.0,79.08
Kota Payakumbuh,2022.0,79.53
Kota Payakumbuh,2023.0,79.97
Kota Payakumbuh,2024.0,80.61
Kota Pekalongan,2013.0,70.82
Kota Pekalongan,2014.0,71.53
Kota Pekalongan,2015.0,72.69
Kota Pekalongan,2016.0,73.32
Kota Pekalongan,2017.0,73.77
Kota Pekalongan,2018.0,74.24
Kota Pekalongan,2019.0,74.77
Kota Pekalongan,2020.0,74.98
Kota Pekalongan,2021.0,75.4
Kota Pekalongan,2022.0,75.9
Kota Pekalongan,2023.0,76.71
Kota Pekalongan,2024.0,77.22
Kota Pekanbaru,2013.0,78.16
Kota Pekanbaru,2014.0,78.42
Kota Pekanbaru,2015.0,79.32
Kota Pekanbaru,2016.0,79.69
Kota Pekanbaru,2017.0,79.97
Kota Pekanbaru,2018.0,80.66
Kota Pekanbaru,2019.0,81.35
Kota Pekanbaru,2020.0,81.32
Kota Pekanbaru,2021.0,81.58
Kota Pekanbaru,2022.0,82.06
Kota Pekanbaru,2023.0,82.38
Kota Pekanbaru,2024.0,82.89
Kota Pematangsiantar,2013.0,75.05
Kota Pematangsiantar,2014.0,75.83
Kota Pematangsiantar,2015.0,76.34
Kota Pematangsiantar,2016.0,76.9
Kota Pematangsiantar,2017.0,77.54
Kota Pematangsiantar,2018.0,77.88
Kota Pematangsiantar,2019.0,78.57
Kota Pematangsiantar,2020.0,78.75
Kota Pematangsiantar,2021.0,79.17
Kota Pematangsiantar,2022.0,79.7
Kota Pematangsiantar,2023.0,80.46
Kota Pematangsiantar,2024.0,81.17
Kota Pontianak,2013.0,75.98
Kota Pontianak,2014.0,76.63
Kota Pontianak,2015.0,77.52
Kota Pontianak,2016.0,77.63
Kota Pontianak,2017.0,77.93
Kota Pontianak,2018.0,78.56
Kota Pontianak,2019.0,79.35
Kota Pontianak,2020.0,79.44
Kota Pontianak,2021.0,79.93
Kota Pontianak,2022.0,80.48
Kota Pontianak,2023.0,81.03
Kota Pontianak,2024.0,81.57
Kota Prabumulih,2013.0,71.87
Kota Prabumulih,2014.0,72.2
Kota Prabumulih,2015.0,73.19
Kota Prabumulih,2016.0,73.38
Kota Prabumulih,2017.0,73.58
Kota Prabumulih,2018.0,74.04
Kota Prabumulih,2019.0,74.4
Kota Prabumulih,2020.0,74.55
Kota Prabumulih,2021.0,74.67
Kota Prabumulih,2022.0,75.52
Kota Prabumulih,2023.0,76.46
Kota Prabumulih,2024.0,77.08
Kota Probolinggo,2013.0,70.05
Kota Probolinggo,2014.0,70.49
Kota Probolinggo,2015.0,71.01
Kota Probolinggo,2016.0,71.5
Kota Probolinggo,2017.0,72.09
Kota Probolinggo,2018.0,72.53
Kota Probolinggo,2019.0,73.27
Kota Probolinggo,2020.0,73.27
Kota Probolinggo,2021.0,73.66
Kota Probolinggo,2022.0,74.56
Kota Probolinggo,2023.0,75.43
Kota Probolinggo,2024.0,76.27
Kota Sabang,2013.0,71.07
Kota Sabang,2014.0,71.5
Kota Sabang,2015.0,72.51
Kota Sabang,2016.0,73.36
Kota Sabang,2017.0,74.1
Kota Sabang,2018.0,74.82
Kota Sabang,2019.0,75.77
Kota Sabang,2020.0,75.78
Kota Sabang,2021.0,76.11
Kota Sabang,2022.0,76.85
Kota Sabang,2023.0,77.52
Kota Sabang,2024.0,78.32
Kota Salatiga,2013.0,79.37
Kota Salatiga,2014.0,79.98
Kota Salatiga,2015.0,80.96
Kota Salatiga,2016.0,81.14
Kota Salatiga,2017.0,81.68
Kota Salatiga,2018.0,82.41
Kota Salatiga,2019.0,83.12
Kota Salatiga,2020.0,83.14
Kota Salatiga,2021.0,83.6
Kota Salatiga,2022.0,84.35
Kota Salatiga,2023.0,84.99
Kota Salatiga,2024.0,85.72
Kota Samarinda,2013.0,77.84
Kota Samarinda,2014.0,78.39
Kota Samarinda,2015.0,78.69
Kota Samarinda,2016.0,78.91
Kota Samarinda,2017.0,79.46
Kota Samarinda,2018.0,79.93
Kota Samarinda,2019.0,80.2
Kota Samarinda,2020.0,80.11
Kota Samarinda,2021.0,80.76
Kota Samarinda,2022.0,81.43
Kota Samarinda,2023.0,82.32
Kota Samarinda,2024.0,82.81
Kota Sawahlunto,2013.0,69.07
Kota Sawahlunto,2014.0,69.61
Kota Sawahlunto,2015.0,69.87
Kota Sawahlunto,2016.0,70.67
Kota Sawahlunto,2017.0,71.13
Kota Sawahlunto,2018.0,71.72
Kota Sawahlunto,2019.0,72.39
Kota Sawahlunto,2020.0,72.64
Kota Sawahlunto,2021.0,72.88
Kota Sawahlunto,2022.0,73.73
Kota Sawahlunto,2023.0,74.42
Kota Sawahlunto,2024.0,75.13
Kota Semarang,2013.0,78.68
Kota Semarang,2014.0,79.24
Kota Semarang,2015.0,80.23
Kota Semarang,2016.0,81.19
Kota Semarang,2017.0,82.01
Kota Semarang,2018.0,82.72
Kota Semarang,2019.0,83.19
Kota Semarang,2020.0,83.05
Kota Semarang,2021.0,83.55
Kota Semarang,2022.0,84.08
Kota Semarang,2023.0,84.43
Kota Semarang,2024.0,85.25
Kota Serang,2013.0,69.69
Kota Serang,2014.0,70.26
Kota Serang,2015.0,70.51
Kota Serang,2016.0,71.09
Kota Serang,2017.0,71.31
Kota Serang,2018.0,71.68
Kota Serang,2019.0,72.1
Kota Serang,2020.0,72.16
Kota Serang,2021.0,72.44
Kota Serang,2022.0,72.98
Kota Serang,2023.0,73.48
Kota Serang,2024.0,73.99
Kota Sibolga,2013.0,70.45
Kota Sibolga,2014.0,71.01
Kota Sibolga,2015.0,71.64
Kota Sibolga,2016.0,72
Kota Sibolga,2017.0,72.28
Kota Sibolga,2018.0,72.65
Kota Sibolga,2019.0,73.41
Kota Sibolga,2020.0,73.63
Kota Sibolga,2021.0,73.94
Kota Sibolga,2022.0,74.74
Kota Sibolga,2023.0,75.2
Kota Sibolga,2024.0,75.66
Kota Singkawang,2013.0,69.13
Kota Singkawang,2014.0,69.84
Kota Singkawang,2015.0,70.03
Kota Singkawang,2016.0,70.1
Kota Singkawang,2017.0,70.25
Kota Singkawang,2018.0,71.08
Kota Singkawang,2019.0,71.72
Kota Singkawang,2020.0,71.94
Kota Singkawang,2021.0,72.11
Kota Singkawang,2022.0,72.89
Kota Singkawang,2023.0,73.39
Kota Singkawang,2024.0,73.87
Kota Solok,2013.0,75.54
Kota Solok,2014.0,76.2
Kota Solok,2015.0,76.83
Kota Solok,2016.0,77.07
Kota Solok,2017.0,77.44
Kota Solok,2018.0,77.89
Kota Solok,2019.0,78.38
Kota Solok,2020.0,78.29
Kota Solok,2021.0,78.41
Kota Solok,2022.0,79.23
Kota Solok,2023.0,79.58
Kota Solok,2024.0,80
Kota Sorong,2013.0,74.96
Kota Sorong,2014.0,75.78
Kota Sorong,2015.0,75.91
Kota Sorong,2016.0,76.33
Kota Sorong,2017.0,76.73
Kota Sorong,2018.0,77.35
Kota Sorong,2019.0,77.98
Kota Sorong,2020.0,78.45
Kota Sorong,2021.0,78.49
Kota Sorong,2022.0,78.98
Kota Sorong,2023.0,79.65
Kota Sorong,2024.0,79.93
Kota Subulussalam,2013.0,60.11
Kota Subulussalam,2014.0,60.39
Kota Subulussalam,2015.0,61.32
Kota Subulussalam,2016.0,62.18
Kota Subulussalam,2017.0,62.88
Kota Subulussalam,2018.0,63.48
Kota Subulussalam,2019.0,64.46
Kota Subulussalam,2020.0,64.93
Kota Subulussalam,2021.0,65.27
Kota Subulussalam,2022.0,66.2
Kota Subulussalam,2023.0,67.1
Kota Subulussalam,2024.0,68.04
Kota Sukabumi,2013.0,70.81
Kota Sukabumi,2014.0,71.19
Kota Sukabumi,2015.0,71.84
Kota Sukabumi,2016.0,72.33
Kota Sukabumi,2017.0,73.03
Kota Sukabumi,2018.0,73.55
Kota Sukabumi,2019.0,74.31
Kota Sukabumi,2020.0,74.21
Kota Sukabumi,2021.0,74.6
Kota Sukabumi,2022.0,75.4
Kota Sukabumi,2023.0,76.32
Kota Sukabumi,2024.0,76.85
Kota Sungai Penuh,2013.0,72.09
Kota Sungai Penuh,2014.0,72.48
Kota Sungai Penuh,2015.0,73.03
Kota Sungai Penuh,2016.0,73.35
Kota Sungai Penuh,2017.0,73.75
Kota Sungai Penuh,2018.0,74.67
Kota Sungai Penuh,2019.0,75.36
Kota Sungai Penuh,2020.0,75.42
Kota Sungai Penuh,2021.0,75.7
Kota Sungai Penuh,2022.0,76.17
Kota Sungai Penuh,2023.0,76.65
Kota Sungai Penuh,2024.0,77.4
Kota Surabaya,2013.0,78.51
Kota Surabaya,2014.0,78.87
Kota Surabaya,2015.0,79.47
Kota Surabaya,2016.0,80.38
Kota Surabaya,2017.0,81.07
Kota Surabaya,2018.0,81.74
Kota Surabaya,2019.0,82.22
Kota Surabaya,2020.0,82.23
Kota Surabaya,2021.0,82.31
Kota Surabaya,2022.0,82.74
Kota Surabaya,2023.0,83.45
Kota Surabaya,2024.0,84.14
Kota Surakarta,2013.0,78.89
Kota Surakarta,2014.0,79.34
Kota Surakarta,2015.0,80.14
Kota Surakarta,2016.0,80.76
Kota Surakarta,2017.0,80.85
Kota Surakarta,2018.0,81.46
Kota Surakarta,2019.0,81.86
Kota Surakarta,2020.0,82.21
Kota Surakarta,2021.0,82.62
Kota Surakarta,2022.0,83.08
Kota Surakarta,2023.0,83.54
Kota Surakarta,2024.0,84.4
Kota Tangerang,2013.0,75.04
Kota Tangerang,2014.0,75.87
Kota Tangerang,2015.0,76.08
Kota Tangerang,2016.0,76.81
Kota Tangerang,2017.0,77.01
Kota Tangerang,2018.0,77.92
Kota Tangerang,2019.0,78.43
Kota Tangerang,2020.0,78.25
Kota Tangerang,2021.0,78.5
Kota Tangerang,2022.0,78.9
Kota Tangerang,2023.0,79.46
Kota Tangerang,2024.0,80.02
Kota Tangerang Selatan,2013.0,78.65
Kota Tangerang Selatan,2014.0,79.17
Kota Tangerang Selatan,2015.0,79.38
Kota Tangerang Selatan,2016.0,80.11
Kota Tangerang Selatan,2017.0,80.84
Kota Tangerang Selatan,2018.0,81.17
Kota Tangerang Selatan,2019.0,81.48
Kota Tangerang Selatan,2020.0,81.36
Kota Tangerang Selatan,2021.0,81.6
Kota Tangerang Selatan,2022.0,81.95
Kota Tangerang Selatan,2023.0,82.28
Kota Tangerang Selatan,2024.0,82.89
Kota Tanjung Balai,2013.0,65.4
Kota Tanjung Balai,2014.0,66.05
Kota Tanjung Balai,2015.0,66.74
Kota Tanjung Balai,2016.0,67.09
Kota Tanjung Balai,2017.0,67.41
Kota Tanjung Balai,2018.0,68
Kota Tanjung Balai,2019.0,68.51
Kota Tanjung Balai,2020.0,68.65
Kota Tanjung Balai,2021.0,68.94
Kota Tanjung Balai,2022.0,69.86
Kota Tanjung Balai,2023.0,70.59
Kota Tanjung Balai,2024.0,71.1
Kota Tanjung Pinang,2013.0,76.7
Kota Tanjung Pinang,2014.0,77.29
Kota Tanjung Pinang,2015.0,77.57
Kota Tanjung Pinang,2016.0,77.77
Kota Tanjung Pinang,2017.0,78
Kota Tanjung Pinang,2018.0,78.33
Kota Tanjung Pinang,2019.0,78.73
Kota Tanjung Pinang,2020.0,78.91
Kota Tanjung Pinang,2021.0,78.93
Kota Tanjung Pinang,2022.0,79.64
Kota Tanjung Pinang,2023.0,80.23
Kota Tanjung Pinang,2024.0,80.63
Kota Tarakan,2013.0,73.58
Kota Tarakan,2014.0,74.6
Kota Tarakan,2015.0,74.7
Kota Tarakan,2016.0,74.88
Kota Tarakan,2017.0,75.27
Kota Tarakan,2018.0,75.69
Kota Tarakan,2019.0,76.09
Kota Tarakan,2020.0,75.83
Kota Tarakan,2021.0,76.23
Kota Tarakan,2022.0,76.68
Kota Tarakan,2023.0,77.53
Kota Tarakan,2024.0,77.96
Kota Tasikmalaya,2013.0,68.63
Kota Tasikmalaya,2014.0,69.04
Kota Tasikmalaya,2015.0,69.99
Kota Tasikmalaya,2016.0,70.58
Kota Tasikmalaya,2017.0,71.51
Kota Tasikmalaya,2018.0,72.03
Kota Tasikmalaya,2019.0,72.84
Kota Tasikmalaya,2020.0,73.04
Kota Tasikmalaya,2021.0,73.31
Kota Tasikmalaya,2022.0,73.83
Kota Tasikmalaya,2023.0,74.47
Kota Tasikmalaya,2024.0,75.04
Kota Tebing Tinggi,2013.0,71.85
Kota Tebing Tinggi,2014.0,72.13
Kota Tebing Tinggi,2015.0,72.81
Kota Tebing Tinggi,2016.0,73.58
Kota Tebing Tinggi,2017.0,73.9
Kota Tebing Tinggi,2018.0,74.5
Kota Tebing Tinggi,2019.0,75.08
Kota Tebing Tinggi,2020.0,75.17
Kota Tebing Tinggi,2021.0,75.42
Kota Tebing Tinggi,2022.0,76.17
Kota Tebing Tinggi,2023.0,76.98
Kota Tebing Tinggi,2024.0,77.45
Kota Tegal,2013.0,71.44
Kota Tegal,2014.0,72.2
Kota Tegal,2015.0,72.96
Kota Tegal,2016.0,73.55
Kota Tegal,2017.0,73.95
Kota Tegal,2018.0,74.44
Kota Tegal,2019.0,74.93
Kota Tegal,2020.0,75.07
Kota Tegal,2021.0,75.52
Kota Tegal,2022.0,76.15
Kota Tegal,2023.0,77.02
Kota Tegal,2024.0,77.43
Kota Ternate,2013.0,76.69
Kota Ternate,2014.0,77.15
Kota Ternate,2015.0,77.64
Kota Ternate,2016.0,77.8
Kota Ternate,2017.0,78.48
Kota Ternate,2018.0,79.13
Kota Ternate,2019.0,80.03
Kota Ternate,2020.0,79.82
Kota Ternate,2021.0,80.14
Kota Ternate,2022.0,80.81
Kota Ternate,2023.0,81.35
Kota Ternate,2024.0,82.12
Kota Tidore Kepulauan,2013.0,66.25
Kota Tidore Kepulauan,2014.0,66.76
Kota Tidore Kepulauan,2015.0,67.45
Kota Tidore Kepulauan,2016.0,68.37
Kota Tidore Kepulauan,2017.0,69.25
Kota Tidore Kepulauan,2018.0,69.89
Kota Tidore Kepulauan,2019.0,70.83
Kota Tidore Kepulauan,2020.0,70.53
Kota Tidore Kepulauan,2021.0,70.99
Kota Tidore Kepulauan,2022.0,71.55
Kota Tidore Kepulauan,2023.0,72.4
Kota Tidore Kepulauan,2024.0,72.91
Kota Tomohon,2013.0,72.99
Kota Tomohon,2014.0,73.56
Kota Tomohon,2015.0,74.36
Kota Tomohon,2016.0,74.91
Kota Tomohon,2017.0,75.34
Kota Tomohon,2018.0,75.78
Kota Tomohon,2019.0,76.67
Kota Tomohon,2020.0,76.69
Kota Tomohon,2021.0,76.86
Kota Tomohon,2022.0,77.44
Kota Tomohon,2023.0,78.1
Kota Tomohon,2024.0,78.89
Kota Tual,2013.0,64.16
Kota Tual,2014.0,64.95
Kota Tual,2015.0,65.2
Kota Tual,2016.0,65.64
Kota Tual,2017.0,66.25
Kota Tual,2018.0,67.21
Kota Tual,2019.0,67.74
Kota Tual,2020.0,67.96
Kota Tual,2021.0,68.16
Kota Tual,2022.0,68.6
Kota Tual,2023.0,69.43
Kota Tual,2024.0,70.21
Kota Yogyakarta,2013.0,83.61
Kota Yogyakarta,2014.0,83.78
Kota Yogyakarta,2015.0,84.56
Kota Yogyakarta,2016.0,85.32
Kota Yogyakarta,2017.0,85.49
Kota Yogyakarta,2018.0,86.11
Kota Yogyakarta,2019.0,86.65
Kota Yogyakarta,2020.0,86.61
Kota Yogyakarta,2021.0,87.18
Kota Yogyakarta,2022.0,87.69
Kota Yogyakarta,2023.0,88.28
Kota Yogyakarta,2024.0,88.77
Kotabaru,2013.0,65.41
Kotabaru,2014.0,65.76
Kotabaru,2015.0,66.61
Kotabaru,2016.0,67.1
Kotabaru,2017.0,67.79
Kotabaru,2018.0,68.32
Kotabaru,2019.0,68.95
Kotabaru,2020.0,68.86
