country,tahun,provinsi,kota_kabupaten,stunting,life_expectancy,hdi,level
Indonesia,2021,Sumatera Barat,Agam,19.1,72.53,72.57,kota
Indonesia,2022,Sumatera Barat,Agam,24.6,72.89,73.29,kota
Indonesia,2023,Sumatera Barat,Agam,20.1,73.23,73.98,kota
Indonesia,2024,Sumatera Barat,Agam,27.0,73.47,74.66,kota
Indonesia,2013,Sumatera Barat,Dharmasraya,,69.72,68.71,kota
Indonesia,2014,Sumatera Barat,Dharmasraya,,69.76,69.27,kota
Indonesia,2015,Sumatera Barat,Dharmasraya,,70.16,69.84,kota
Indonesia,2016,Sumatera Barat,Dharmasraya,,70.3,70.25,kota
Indonesia,2017,Sumatera Barat,Dharmasraya,,70.44,70.4,kota
Indonesia,2018,Sumatera Barat,Dharmasraya,,70.73,70.86,kota
Indonesia,2019,Sumatera Barat,Dharmasraya,,71.1,71.52,kota
Indonesia,2020,Sumatera Barat,Dharmasraya,,71.33,71.51,kota
Indonesia,2021,Sumatera Barat,Dharmasraya,19.5,71.53,71.76,kota
Indonesia,2022,Sumatera Barat,Dharmasraya,,71.9,72.3,kota
Indonesia,2023,Sumatera Barat,Dharmasraya,,72.24,73.04,kota
Indonesia,2024,Sumatera Barat,Dharmasraya,20.5,72.6,74.06,kota
Indonesia,2013,Sumatera Barat,Kepulauan Mentawai,,63.53,56.33,kota
Indonesia,2014,Sumatera Barat,Kepulauan Mentawai,,63.55,56.73,kota
Indonesia,2015,Sumatera Barat,Kepulauan Mentawai,,64.05,57.41,kota
Indonesia,2016,Sumatera Barat,Kepulauan Mentawai,,64.36,58.27,kota
Indonesia,2017,Sumatera Barat,Kepulauan Mentawai,,64.37,59.25,kota
Indonesia,2018,Sumatera Barat,Kepulauan Mentawai,,64.49,60.28,kota
Indonesia,2019,Sumatera Barat,Kepulauan Mentawai,43.3,64.68,61.26,kota
Indonesia,2020,Sumatera Barat,Kepulauan Mentawai,,64.73,61.09,kota
Indonesia,2021,Sumatera Barat,Kepulauan Mentawai,27.3,64.73,61.35,kota
Indonesia,2022,Sumatera Barat,Kepulauan Mentawai,32.0,64.93,62.19,kota
Indonesia,2023,Sumatera Barat,Kepulauan Mentawai,33.7,65.1,63.13,kota
Indonesia,2024,Sumatera Barat,Kepulauan Mentawai,26.2,65.27,63.99,kota
Indonesia,2013,Sumatera Barat,Kota Bukittinggi,,73.12,77.67,kota
Indonesia,2014,Sumatera Barat,Kota Bukittinggi,,73.12,78.02,kota
Indonesia,2015,Sumatera Barat,Kota Bukittinggi,,73.52,78.72,kota
Indonesia,2016,Sumatera Barat,Kota Bukittinggi,,73.6,79.11,kota
Indonesia,2017,Sumatera Barat,Kota Bukittinggi,,73.69,79.8,kota
Indonesia,2018,Sumatera Barat,Kota Bukittinggi,,73.91,80.11,kota
Indonesia,2019,Sumatera Barat,Kota Bukittinggi,23.46,74.22,80.71,kota
Indonesia,2020,Sumatera Barat,Kota Bukittinggi,,74.38,80.58,kota
Indonesia,2021,Sumatera Barat,Kota Bukittinggi,19.0,74.5,80.7,kota
Indonesia,2022,Sumatera Barat,Kota Bukittinggi,16.8,74.82,81.42,kota
Indonesia,2023,Sumatera Barat,Kota Bukittinggi,20.1,75.13,81.78,kota
Indonesia,2024,Sumatera Barat,Kota Bukittinggi,16.8,75.42,82.51,kota
Indonesia,2013,Sumatera Barat,Kota Padang,,73.18,79.23,kota
Indonesia,2014,Sumatera Barat,Kota Padang,,73.18,79.83,kota
Indonesia,2015,Sumatera Barat,Kota Padang,,73.19,80.36,kota
Indonesia,2016,Sumatera Barat,Kota Padang,,73.19,81.06,kota
Indonesia,2017,Sumatera Barat,Kota Padang,,73.2,81.58,kota
Indonesia,2018,Sumatera Barat,Kota Padang,,73.35,82.25,kota
Indonesia,2019,Sumatera Barat,Kota Padang,20.92,73.57,82.68,kota
Indonesia,2020,Sumatera Barat,Kota Padang,,73.65,82.82,kota
Indonesia,2021,Sumatera Barat,Kota Padang,18.9,73.69,82.9,kota
Indonesia,2022,Sumatera Barat,Kota Padang,19.5,73.93,83.29,kota
Indonesia,2023,Sumatera Barat,Kota Padang,24.2,74.16,83.58,kota
Indonesia,2024,Sumatera Barat,Kota Padang,20.6,74.42,83.99,kota
Indonesia,2013,Sumatera Barat,Kota Padang Panjang,,72.44,74.54,kota
Indonesia,2014,Sumatera Barat,Kota Padang Panjang,,72.44,75.05,kota
Indonesia,2015,Sumatera Barat,Kota Padang Panjang,,72.45,75.98,kota
Indonesia,2016,Sumatera Barat,Kota Padang Panjang,,72.45,76.5,kota
Indonesia,2017,Sumatera Barat,Kota Padang Panjang,,72.46,77.01,kota
Indonesia,2018,Sumatera Barat,Kota Padang Panjang,,72.58,77.3,kota
Indonesia,2019,Sumatera Barat,Kota Padang Panjang,13.55,72.77,78.0,kota
Indonesia,2020,Sumatera Barat,Kota Padang Panjang,,72.82,77.93,kota
Indonesia,2021,Sumatera Barat,Kota Padang Panjang,20.0,72.82,77.97,kota
Indonesia,2022,Sumatera Barat,Kota Padang Panjang,16.8,73.02,78.78,kota
Indonesia,2023,Sumatera Barat,Kota Padang Panjang,15.8,73.23,79.26,kota
Indonesia,2024,Sumatera Barat,Kota Padang Panjang,19.0,73.61,80.17,kota
Indonesia,2013,Sumatera Barat,Kota Pariaman,,69.48,74.51,kota
Indonesia,2014,Sumatera Barat,Kota Pariaman,,69.49,74.66,kota
Indonesia,2015,Sumatera Barat,Kota Pariaman,,69.59,74.98,kota
Indonesia,2016,Sumatera Barat,Kota Pariaman,,69.63,75.44,kota
Indonesia,2017,Sumatera Barat,Kota Pariaman,,69.67,75.71,kota
Indonesia,2018,Sumatera Barat,Kota Pariaman,,69.87,76.26,kota
Indonesia,2019,Sumatera Barat,Kota Pariaman,20.78,70.15,76.7,kota
Indonesia,2020,Sumatera Barat,Kota Pariaman,,70.28,76.9,kota
Indonesia,2021,Sumatera Barat,Kota Pariaman,20.3,70.38,77.07,kota
Indonesia,2022,Sumatera Barat,Kota Pariaman,18.4,70.67,77.65,kota
Indonesia,2023,Sumatera Barat,Kota Pariaman,17.7,70.95,78.13,kota
Indonesia,2024,Sumatera Barat,Kota Pariaman,15.7,71.17,78.88,kota
Indonesia,2013,Sumatera Barat,Kota Payakumbuh,,72.43,76.34,kota
Indonesia,2014,Sumatera Barat,Kota Payakumbuh,,72.43,76.49,kota
Indonesia,2015,Sumatera Barat,Kota Payakumbuh,,72.93,77.42,kota
Indonesia,2016,Sumatera Barat,Kota Payakumbuh,,73.03,77.56,kota
Indonesia,2017,Sumatera Barat,Kota Payakumbuh,,73.13,77.91,kota
Indonesia,2018,Sumatera Barat,Kota Payakumbuh,,73.33,78.23,kota
Indonesia,2019,Sumatera Barat,Kota Payakumbuh,22.3,73.61,78.95,kota
Indonesia,2020,Sumatera Barat,Kota Payakumbuh,,73.74,78.9,kota
Indonesia,2021,Sumatera Barat,Kota Payakumbuh,20.0,73.84,79.08,kota
Indonesia,2022,Sumatera Barat,Kota Payakumbuh,17.8,74.14,79.53,kota
Indonesia,2023,Sumatera Barat,Kota Payakumbuh,19.8,74.43,79.97,kota
Indonesia,2024,Sumatera Barat,Kota Payakumbuh,16.4,74.77,80.61,kota
Indonesia,2013,Sumatera Barat,Kota Sawahlunto,,69.14,69.07,kota
Indonesia,2014,Sumatera Barat,Kota Sawahlunto,,69.17,69.61,kota
Indonesia,2015,Sumatera Barat,Kota Sawahlunto,,69.27,69.87,kota
Indonesia,2016,Sumatera Barat,Kota Sawahlunto,,69.33,70.67,kota
Indonesia,2017,Sumatera Barat,Kota Sawahlunto,,69.39,71.13,kota
Indonesia,2018,Sumatera Barat,Kota Sawahlunto,,69.59,71.72,kota
Indonesia,2019,Sumatera Barat,Kota Sawahlunto,,69.87,72.39,kota
Indonesia,2020,Sumatera Barat,Kota Sawahlunto,,70.0,72.64,kota
Indonesia,2021,Sumatera Barat,Kota Sawahlunto,21.1,70.1,72.88,kota
Indonesia,2022,Sumatera Barat,Kota Sawahlunto,,70.4,73.73,kota
Indonesia,2023,Sumatera Barat,Kota Sawahlunto,,70.69,74.42,kota
Indonesia,2024,Sumatera Barat,Kota Sawahlunto,20.0,70.92,75.13,kota
Indonesia,2013,Sumatera Barat,Kota Solok,,72.33,75.54,kota
Indonesia,2014,Sumatera Barat,Kota Solok,,72.34,76.2,kota
Indonesia,2015,Sumatera Barat,Kota Solok,,72.74,76.83,kota
Indonesia,2016,Sumatera Barat,Kota Solok,,72.83,77.07,kota
Indonesia,2017,Sumatera Barat,Kota Solok,,72.92,77.44,kota
Indonesia,2018,Sumatera Barat,Kota Solok,,73.14,77.89,kota
Indonesia,2019,Sumatera Barat,Kota Solok,20.73,73.45,78.38,kota
Indonesia,2020,Sumatera Barat,Kota Solok,,73.61,78.29,kota
Indonesia,2021,Sumatera Barat,Kota Solok,18.5,73.73,78.41,kota
Indonesia,2022,Sumatera Barat,Kota Solok,18.1,74.06,79.23,kota
Indonesia,2023,Sumatera Barat,Kota Solok,16.3,74.39,79.58,kota
Indonesia,2024,Sumatera Barat,Kota Solok,18.6,74.73,80.0,kota
Indonesia,2013,Sumatera Barat,Lima Puluh Kota,,69.19,66.3,kota
Indonesia,2014,Sumatera Barat,Lima Puluh Kota,,69.22,66.78,kota
Indonesia,2015,Sumatera Barat,Lima Puluh Kota,,69.23,67.65,kota
Indonesia,2016,Sumatera Barat,Lima Puluh Kota,,69.27,68.37,kota
Indonesia,2017,Sumatera Barat,Lima Puluh Kota,,69.31,68.69,kota
Indonesia,2018,Sumatera Barat,Lima Puluh Kota,,69.47,69.17,kota
Indonesia,2019,Sumatera Barat,Lima Puluh Kota,28.94,69.7,69.67,kota
Indonesia,2020,Sumatera Barat,Lima Puluh Kota,,69.79,69.47,kota
Indonesia,2021,Sumatera Barat,Lima Puluh Kota,28.2,69.84,69.68,kota
Indonesia,2022,Sumatera Barat,Lima Puluh Kota,24.3,70.08,70.28,kota
Indonesia,2023,Sumatera Barat,Lima Puluh Kota,28.6,70.3,70.7,kota
Indonesia,2024,Sumatera Barat,Lima Puluh Kota,26.6,70.46,71.14,kota
Indonesia,2013,Sumatera Barat,Padang Pariaman,,67.18,67.15,kota
Indonesia,2014,Sumatera Barat,Padang Pariaman,,67.24,67.56,kota
Indonesia,2015,Sumatera Barat,Padang Pariaman,,67.64,68.04,kota
Indonesia,2016,Sumatera Barat,Padang Pariaman,,67.8,68.44,kota
Indonesia,2017,Sumatera Barat,Padang Pariaman,,67.96,68.9,kota
Indonesia,2018,Sumatera Barat,Padang Pariaman,,68.23,69.71,kota
Indonesia,2019,Sumatera Barat,Padang Pariaman,21.29,68.58,70.59,kota
Indonesia,2020,Sumatera Barat,Padang Pariaman,,68.79,70.61,kota
Indonesia,2021,Sumatera Barat,Padang Pariaman,28.3,68.97,70.76,kota
Indonesia,2022,Sumatera Barat,Padang Pariaman,25.0,69.34,71.63,kota
Indonesia,2023,Sumatera Barat,Padang Pariaman,19.4,69.7,72.61,kota
Indonesia,2024,Sumatera Barat,Padang Pariaman,26.6,70.1,73.1,kota
Indonesia,2013,Sumatera Barat,Pasaman,,65.73,62.91,kota
Indonesia,2014,Sumatera Barat,Pasaman,,65.76,63.33,kota
Indonesia,2015,Sumatera Barat,Pasaman,,66.26,64.01,kota
Indonesia,2016,Sumatera Barat,Pasaman,,66.4,64.57,kota
Indonesia,2017,Sumatera Barat,Pasaman,,66.54,64.94,kota
Indonesia,2018,Sumatera Barat,Pasaman,,66.82,65.6,kota
Indonesia,2019,Sumatera Barat,Pasaman,35.67,67.18,66.46,kota
Indonesia,2020,Sumatera Barat,Pasaman,,67.4,66.64,kota
Indonesia,2021,Sumatera Barat,Pasaman,30.2,67.59,66.77,kota
Indonesia,2022,Sumatera Barat,Pasaman,28.9,67.96,67.41,kota
Indonesia,2023,Sumatera Barat,Pasaman,29.4,68.29,68.13,kota
Indonesia,2024,Sumatera Barat,Pasaman,29.1,68.61,68.89,kota
Indonesia,2013,Sumatera Barat,Pasaman Barat,,66.9,63.92,kota
Indonesia,2014,Sumatera Barat,Pasaman Barat,,66.93,64.56,kota
Indonesia,2015,Sumatera Barat,Pasaman Barat,,67.03,65.26,kota
Indonesia,2016,Sumatera Barat,Pasaman Barat,,67.09,66.03,kota
Indonesia,2017,Sumatera Barat,Pasaman Barat,,67.15,66.83,kota
Indonesia,2018,Sumatera Barat,Pasaman Barat,,67.37,67.43,kota
Indonesia,2019,Sumatera Barat,Pasaman Barat,31.66,67.67,68.21,kota
Indonesia,2020,Sumatera Barat,Pasaman Barat,,67.82,68.49,kota
Indonesia,2021,Sumatera Barat,Pasaman Barat,24.0,67.94,68.76,kota
Indonesia,2022,Sumatera Barat,Pasaman Barat,35.5,68.25,69.57,kota
Indonesia,2023,Sumatera Barat,Pasaman Barat,29.7,68.53,70.19,kota
Indonesia,2024,Sumatera Barat,Pasaman Barat,26.6,68.81,70.93,kota
Indonesia,2013,Sumatera Barat,Pesisir Selatan,,69.43,67.31,kota
Indonesia,2014,Sumatera Barat,Pesisir Selatan,,69.46,67.75,kota
Indonesia,2015,Sumatera Barat,Pesisir Selatan,,69.96,68.07,kota
Indonesia,2016,Sumatera Barat,Pesisir Selatan,,70.11,68.39,kota
Indonesia,2017,Sumatera Barat,Pesisir Selatan,,70.25,68.74,kota
Indonesia,2018,Sumatera Barat,Pesisir Selatan,,70.45,69.4,kota
Indonesia,2019,Sumatera Barat,Pesisir Selatan,30.56,70.73,70.08,kota
Indonesia,2020,Sumatera Barat,Pesisir Selatan,,70.86,69.9,kota
Indonesia,2021,Sumatera Barat,Pesisir Selatan,25.2,70.96,70.03,kota
Indonesia,2022,Sumatera Barat,Pesisir Selatan,29.8,71.25,70.84,kota
Indonesia,2023,Sumatera Barat,Pesisir Selatan,27.0,71.52,71.44,kota
Indonesia,2024,Sumatera Barat,Pesisir Selatan,26.5,71.59,72.02,kota
Indonesia,2013,Sumatera Barat,Sijunjung,,64.72,64.48,kota
Indonesia,2014,Sumatera Barat,Sijunjung,,64.72,64.95,kota
Indonesia,2015,Sumatera Barat,Sijunjung,,65.22,65.3,kota
Indonesia,2016,Sumatera Barat,Sijunjung,,65.33,66.01,kota
Indonesia,2017,Sumatera Barat,Sijunjung,,65.44,66.6,kota
Indonesia,2018,Sumatera Barat,Sijunjung,,65.69,66.97,kota
Indonesia,2019,Sumatera Barat,Sijunjung,,66.02,67.66,kota
Indonesia,2020,Sumatera Barat,Sijunjung,,66.21,67.74,kota
Indonesia,2021,Sumatera Barat,Sijunjung,30.1,66.36,67.86,kota
Indonesia,2022,Sumatera Barat,Sijunjung,30.0,66.7,68.69,kota
Indonesia,2023,Sumatera Barat,Sijunjung,28.5,67.02,69.65,kota
Indonesia,2024,Sumatera Barat,Sijunjung,28.2,67.32,70.23,kota
Indonesia,2013,Sumatera Barat,Solok,,66.9,66.15,kota
Indonesia,2014,Sumatera Barat,Solok,,66.95,66.44,kota
Indonesia,2015,Sumatera Barat,Solok,,67.35,67.12,kota
Indonesia,2016,Sumatera Barat,Solok,,67.5,67.67,kota
Indonesia,2017,Sumatera Barat,Solok,,67.65,67.86,kota
Indonesia,2018,Sumatera Barat,Solok,,67.95,68.6,kota
Indonesia,2019,Sumatera Barat,Solok,35.45,68.34,69.08,kota
Indonesia,2019,Sumatera Barat,Solok,35.45,68.34,69.08,kota
Indonesia,2020,Sumatera Barat,Solok,,68.58,69.08,kota
Indonesia,2021,Sumatera Barat,Solok,18.5,68.79,69.24,kota
Indonesia,2021,Sumatera Barat,Solok,18.5,68.79,69.24,kota
Indonesia,2022,Sumatera Barat,Solok,24.2,69.19,70.02,kota
Indonesia,2022,Sumatera Barat,Solok,24.2,69.19,70.02,kota
Indonesia,2023,Sumatera Barat,Solok,25.4,69.56,70.63,kota
Indonesia,2023,Sumatera Barat,Solok,25.4,69.56,70.63,kota
Indonesia,2024,Sumatera Barat,Solok,29.5,69.8,71.02,kota
Indonesia,2024,Sumatera Barat,Solok,29.5,69.8,71.02,kota
Indonesia,2013,Sumatera Barat,Solok Selatan,,66.02,65.86,kota
Indonesia,2014,Sumatera Barat,Solok Selatan,,66.04,66.29,kota
Indonesia,2015,Sumatera Barat,Solok Selatan,,66.64,67.09,kota
Indonesia,2016,Sumatera Barat,Solok Selatan,,66.78,67.47,kota
Indonesia,2017,Sumatera Barat,Solok Selatan,,66.92,67.81,kota
Indonesia,2018,Sumatera Barat,Solok Selatan,,67.21,68.45,kota
Indonesia,2019,Sumatera Barat,Solok Selatan,34.99,67.58,68.94,kota
Indonesia,2020,Sumatera Barat,Solok Selatan,,67.81,69.04,kota
Indonesia,2021,Sumatera Barat,Solok Selatan,24.5,68.01,69.23,kota
Indonesia,2022,Sumatera Barat,Solok Selatan,31.7,68.38,69.71,kota
Indonesia,2023,Sumatera Barat,Solok Selatan,14.7,68.71,70.58,kota
Indonesia,2024,Sumatera Barat,Solok Selatan,21.5,68.99,71.5,kota
Indonesia,2013,Sumatera Barat,Tanah Datar,,68.28,68.12,kota
Indonesia,2014,Sumatera Barat,Tanah Datar,,68.35,68.51,kota
Indonesia,2015,Sumatera Barat,Tanah Datar,,68.75,69.49,kota
Indonesia,2016,Sumatera Barat,Tanah Datar,,68.93,70.11,kota
Indonesia,2017,Sumatera Barat,Tanah Datar,,69.11,70.37,kota
Indonesia,2018,Sumatera Barat,Tanah Datar,,69.38,71.25,kota
Indonesia,2019,Sumatera Barat,Tanah Datar,23.31,69.73,72.14,kota
Indonesia,2020,Sumatera Barat,Tanah Datar,,69.94,72.33,kota
Indonesia,2021,Sumatera Barat,Tanah Datar,21.5,70.12,72.46,kota
Indonesia,2022,Sumatera Barat,Tanah Datar,18.9,70.49,73.29,kota
Indonesia,2023,Sumatera Barat,Tanah Datar,18.5,70.84,73.98,kota
Indonesia,2024,Sumatera Barat,Tanah Datar,26.9,70.96,74.9,kota
Indonesia,2013,Sumatera Selatan,Banyuasin,,68.21,62.42,kota
Indonesia,2014,Sumatera Selatan,Banyuasin,,68.21,63.21,kota
Indonesia,2015,Sumatera Selatan,Banyuasin,,68.31,64.15,kota
Indonesia,2016,Sumatera Selatan,Banyuasin,,68.33,65.01,kota
Indonesia,2017,Sumatera Selatan,Banyuasin,,68.36,65.85,kota
Indonesia,2018,Sumatera Selatan,Banyuasin,,68.55,66.4,kota
Indonesia,2019,Sumatera Selatan,Banyuasin,,68.76,66.9,kota
Indonesia,2020,Sumatera Selatan,Banyuasin,,68.97,66.74,kota
Indonesia,2021,Sumatera Selatan,Banyuasin,22.0,69.06,67.13,kota
Indonesia,2022,Sumatera Selatan,Banyuasin,,69.43,67.93,kota
Indonesia,2023,Sumatera Selatan,Banyuasin,,69.76,68.65,kota
Indonesia,2024,Sumatera Selatan,Banyuasin,,69.96,69.51,kota
Indonesia,2013,Sumatera Selatan,Empat Lawang,,63.97,62.74,kota
Indonesia,2014,Sumatera Selatan,Empat Lawang,,63.98,63.17,kota
Indonesia,2015,Sumatera Selatan,Empat Lawang,,64.18,63.55,kota
Indonesia,2016,Sumatera Selatan,Empat Lawang,,64.25,64.0,kota
Indonesia,2017,Sumatera Selatan,Empat Lawang,,64.32,64.21,kota
Indonesia,2018,Sumatera Selatan,Empat Lawang,,64.56,64.81,kota
Indonesia,2019,Sumatera Selatan,Empat Lawang,39.16,64.81,65.1,kota
Indonesia,2020,Sumatera Selatan,Empat Lawang,,65.08,65.25,kota
Indonesia,2021,Sumatera Selatan,Empat Lawang,26.0,65.13,65.39,kota
Indonesia,2022,Sumatera Selatan,Empat Lawang,18.5,65.45,66.0,kota
Indonesia,2023,Sumatera Selatan,Empat Lawang,32.6,65.73,66.68,kota
Indonesia,2024,Sumatera Selatan,Empat Lawang,31.9,65.87,67.25,kota
Indonesia,2013,Sumatera Selatan,Kota Lubuk Linggau,,68.48,72.55,kota
Indonesia,2014,Sumatera Selatan,Kota Lubuk Linggau,,68.49,72.84,kota
Indonesia,2015,Sumatera Selatan,Kota Lubuk Linggau,,68.59,73.17,kota
Indonesia,2016,Sumatera Selatan,Kota Lubuk Linggau,,68.61,73.57,kota
Indonesia,2017,Sumatera Selatan,Kota Lubuk Linggau,,68.64,73.67,kota
Indonesia,2018,Sumatera Selatan,Kota Lubuk Linggau,,68.83,74.09,kota
Indonesia,2019,Sumatera Selatan,Kota Lubuk Linggau,17.37,69.04,74.81,kota
Indonesia,2020,Sumatera Selatan,Kota Lubuk Linggau,,69.25,74.78,kota
Indonesia,2021,Sumatera Selatan,Kota Lubuk Linggau,22.8,69.39,74.89,kota
Indonesia,2022,Sumatera Selatan,Kota Lubuk Linggau,11.7,69.82,75.53,kota
Indonesia,2023,Sumatera Selatan,Kota Lubuk Linggau,17.5,70.25,76.19,kota
Indonesia,2024,Sumatera Selatan,Kota Lubuk Linggau,,70.59,76.82,kota
Indonesia,2013,Sumatera Selatan,Kota Pagar Alam,,65.47,64.14,kota
Indonesia,2014,Sumatera Selatan,Kota Pagar Alam,,65.5,64.75,kota
Indonesia,2015,Sumatera Selatan,Kota Pagar Alam,,65.7,65.37,kota
Indonesia,2016,Sumatera Selatan,Kota Pagar Alam,,65.78,65.96,kota
Indonesia,2017,Sumatera Selatan,Kota Pagar Alam,,65.87,66.81,kota
Indonesia,2018,Sumatera Selatan,Kota Pagar Alam,,66.14,67.62,kota
Indonesia,2019,Sumatera Selatan,Kota Pagar Alam,39.19,66.41,68.44,kota
Indonesia,2020,Sumatera Selatan,Kota Pagar Alam,,66.71,68.31,kota
Indonesia,2021,Sumatera Selatan,Kota Pagar Alam,15.5,66.85,68.68,kota
Indonesia,2022,Sumatera Selatan,Kota Pagar Alam,11.6,67.29,69.6,kota
Indonesia,2023,Sumatera Selatan,Kota Pagar Alam,23.3,67.7,70.45,kota
Indonesia,2024,Sumatera Selatan,Kota Pagar Alam,20.0,67.98,71.19,kota
Indonesia,2013,Sumatera Selatan,Kota Palembang,,69.8,75.49,kota
Indonesia,2014,Sumatera Selatan,Kota Palembang,,69.8,76.02,kota
Indonesia,2015,Sumatera Selatan,Kota Palembang,,70.0,76.29,kota
Indonesia,2016,Sumatera Selatan,Kota Palembang,,70.05,76.59,kota
Indonesia,2017,Sumatera Selatan,Kota Palembang,,70.1,77.22,kota
Indonesia,2018,Sumatera Selatan,Kota Palembang,,70.32,77.89,kota
Indonesia,2019,Sumatera Selatan,Kota Palembang,22.91,70.54,78.44,kota
Indonesia,2020,Sumatera Selatan,Kota Palembang,,70.79,78.33,kota
Indonesia,2021,Sumatera Selatan,Kota Palembang,16.1,71.01,78.72,kota
Indonesia,2022,Sumatera Selatan,Kota Palembang,14.3,71.49,79.47,kota
Indonesia,2023,Sumatera Selatan,Kota Palembang,18.9,71.99,80.02,kota
Indonesia,2024,Sumatera Selatan,Kota Palembang,10.6,72.35,80.57,kota
Indonesia,2013,Sumatera Selatan,Kota Prabumulih,,69.39,71.87,kota
Indonesia,2014,Sumatera Selatan,Kota Prabumulih,,69.39,72.2,kota
Indonesia,2015,Sumatera Selatan,Kota Prabumulih,,69.59,73.19,kota
Indonesia,2016,Sumatera Selatan,Kota Prabumulih,,69.63,73.38,kota
Indonesia,2017,Sumatera Selatan,Kota Prabumulih,,69.67,73.58,kota
Indonesia,2018,Sumatera Selatan,Kota Prabumulih,,69.88,74.04,kota
Indonesia,2019,Sumatera Selatan,Kota Prabumulih,25.62,70.09,74.4,kota
Indonesia,2020,Sumatera Selatan,Kota Prabumulih,,70.32,74.55,kota
Indonesia,2021,Sumatera Selatan,Kota Prabumulih,22.0,70.47,74.67,kota
Indonesia,2022,Sumatera Selatan,Kota Prabumulih,12.3,70.87,75.52,kota
Indonesia,2023,Sumatera Selatan,Kota Prabumulih,15.4,71.27,76.46,kota
Indonesia,2024,Sumatera Selatan,Kota Prabumulih,11.6,71.59,77.08,kota
Indonesia,2013,Sumatera Selatan,Lahat,,64.14,64.15,kota
Indonesia,2014,Sumatera Selatan,Lahat,,64.17,64.52,kota
Indonesia,2015,Sumatera Selatan,Lahat,,64.87,65.25,kota
Indonesia,2016,Sumatera Selatan,Lahat,,65.06,65.75,kota
Indonesia,2017,Sumatera Selatan,Lahat,,65.25,66.38,kota
Indonesia,2018,Sumatera Selatan,Lahat,,65.5,66.99,kota
Indonesia,2019,Sumatera Selatan,Lahat,29.53,65.76,67.62,kota
Indonesia,2020,Sumatera Selatan,Lahat,,66.04,67.44,kota
Indonesia,2021,Sumatera Selatan,Lahat,22.4,66.16,67.58,kota
Indonesia,2022,Sumatera Selatan,Lahat,19.0,66.52,68.4,kota
Indonesia,2023,Sumatera Selatan,Lahat,7.8,66.87,69.1,kota
Indonesia,2024,Sumatera Selatan,Lahat,12.9,67.11,69.77,kota
Indonesia,2013,Sumatera Selatan,Muara Enim,,67.7,64.34,kota
Indonesia,2014,Sumatera Selatan,Muara Enim,,67.7,65.02,kota
Indonesia,2015,Sumatera Selatan,Muara Enim,,68.0,65.82,kota
Indonesia,2016,Sumatera Selatan,Muara Enim,,68.07,66.71,kota
Indonesia,2017,Sumatera Selatan,Muara Enim,,68.14,67.63,kota
Indonesia,2018,Sumatera Selatan,Muara Enim,,68.38,68.28,kota
Indonesia,2019,Sumatera Selatan,Muara Enim,38.62,68.63,68.88,kota
Indonesia,2020,Sumatera Selatan,Muara Enim,,68.9,68.74,kota
Indonesia,2021,Sumatera Selatan,Muara Enim,29.7,69.02,68.86,kota
Indonesia,2022,Sumatera Selatan,Muara Enim,22.8,69.38,69.43,kota
Indonesia,2023,Sumatera Selatan,Muara Enim,25.9,69.72,70.24,kota
Indonesia,2024,Sumatera Selatan,Muara Enim,20.4,69.93,71.0,kota
Indonesia,2013,Sumatera Selatan,Musi Banyuasin,,67.99,64.18,kota
Indonesia,2014,Sumatera Selatan,Musi Banyuasin,,67.99,64.93,kota
Indonesia,2015,Sumatera Selatan,Musi Banyuasin,,68.09,65.76,kota
Indonesia,2016,Sumatera Selatan,Musi Banyuasin,,68.11,66.45,kota
Indonesia,2017,Sumatera Selatan,Musi Banyuasin,,68.14,66.96,kota
Indonesia,2018,Sumatera Selatan,Musi Banyuasin,,68.33,67.57,kota
Indonesia,2019,Sumatera Selatan,Musi Banyuasin,,68.54,67.83,kota
Indonesia,2020,Sumatera Selatan,Musi Banyuasin,,68.75,67.69,kota
Indonesia,2021,Sumatera Selatan,Musi Banyuasin,23.0,68.84,68.1,kota
Indonesia,2022,Sumatera Selatan,Musi Banyuasin,,69.19,68.6,kota
Indonesia,2023,Sumatera Selatan,Musi Banyuasin,,69.51,69.17,kota
Indonesia,2024,Sumatera Selatan,Musi Banyuasin,14.8,69.72,70.12,kota
Indonesia,2013,Sumatera Selatan,Musi Rawas,,66.87,62.23,kota
Indonesia,2014,Sumatera Selatan,Musi Rawas,,66.88,63.19,kota
Indonesia,2015,Sumatera Selatan,Musi Rawas,,67.18,64.11,kota
Indonesia,2016,Sumatera Selatan,Musi Rawas,,67.26,64.75,kota
Indonesia,2017,Sumatera Selatan,Musi Rawas,,67.34,65.31,kota
Indonesia,2018,Sumatera Selatan,Musi Rawas,,67.59,66.18,kota
Indonesia,2019,Sumatera Selatan,Musi Rawas,25.41,67.86,66.92,kota
Indonesia,2020,Sumatera Selatan,Musi Rawas,,68.14,66.79,kota
Indonesia,2021,Sumatera Selatan,Musi Rawas,28.3,68.26,67.01,kota
Indonesia,2022,Sumatera Selatan,Musi Rawas,25.4,68.62,67.78,kota
Indonesia,2023,Sumatera Selatan,Musi Rawas,21.9,68.95,68.26,kota
Indonesia,2024,Sumatera Selatan,Musi Rawas,19.3,69.15,68.95,kota
Indonesia,2013,Sumatera Selatan,Musi Rawas Utara,,64.69,60.56,kota
Indonesia,2014,Sumatera Selatan,Musi Rawas Utara,,64.69,61.34,kota
