Kota/Kabupaten,Tahun,Life Expectancy at Birth (Year),Provinsi
Sumba Tengah,2016,67.73,Nusa Tenggara Timur (NTT)
Sumba Tengah,2017,67.74,Nusa Tenggara Timur (NTT)
Sumba Tengah,2018,67.96,Nusa Tenggara Timur (NTT)
Sumba Tengah,2019,68.32,Nusa Tenggara Timur (NTT)
Sumba Tengah,2020,68.38,Nusa Tenggara Timur (NTT)
Sumba Tengah,2021,68.42,Nusa Tenggara Timur (NTT)
Sumba Tengah,2022,68.65,Nusa Tenggara Timur (NTT)
Sumba Tengah,2023,68.87,Nusa Tenggara Timur (NTT)
Sumba Tengah,2024,69.1,Nusa Tenggara Timur (NTT)
Sumba Timur,2013,63.45,Nusa Tenggara Timur (NTT)
Sumba Timur,2014,63.48,Nusa Tenggara Timur (NTT)
Sumba Timur,2015,63.88,Nusa Tenggara Timur (NTT)
Sumba Timur,2016,64,Nusa Tenggara Timur (NTT)
Sumba Timur,2017,64.12,Nusa Tenggara Timur (NTT)
Sumba Timur,2018,64.45,Nusa Tenggara Timur (NTT)
Sumba Timur,2019,64.94,Nusa Tenggara Timur (NTT)
Sumba Timur,2020,65.13,Nusa Tenggara Timur (NTT)
Sumba Timur,2021,65.16,Nusa Tenggara Timur (NTT)
Sumba Timur,2022,65.38,Nusa Tenggara Timur (NTT)
Sumba Timur,2023,65.82,Nusa Tenggara Timur (NTT)
Sumba Timur,2024,66.05,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2013,65.42,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2014,65.45,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2015,65.55,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2016,65.6,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2017,65.65,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2018,65.91,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2019,66.32,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2020,66.42,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2021,66.46,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2022,66.68,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2023,66.89,Nusa Tenggara Timur (NTT)
Timor Tengah Selatan,2024,67.03,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2013,65.89,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2014,65.89,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2015,66.09,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2016,66.14,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2017,66.19,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2018,66.45,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2019,66.86,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2020,66.96,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2021,67.09,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2022,67.35,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2023,67.61,Nusa Tenggara Timur (NTT)
Timor Tengah Utara,2024,67.82,Nusa Tenggara Timur (NTT)
Biak Numfor,2013,67.84,Papua
Biak Numfor,2014,67.85,Papua
Biak Numfor,2015,67.86,Papua
Biak Numfor,2016,67.86,Papua
Biak Numfor,2017,67.87,Papua
Biak Numfor,2018,68,Papua
Biak Numfor,2019,68.2,Papua
Biak Numfor,2020,68.25,Papua
Biak Numfor,2021,68.29,Papua
Biak Numfor,2022,68.5,Papua
Biak Numfor,2023,68.74,Papua
Biak Numfor,2024,68.97,Papua
Jayapura,2013,66.01,Papua
Jayapura,2014,66.02,Papua
Jayapura,2015,66.32,Papua
Jayapura,2016,66.4,Papua
Jayapura,2017,66.47,Papua
Jayapura,2018,66.66,Papua
Jayapura,2019,66.93,Papua
Jayapura,2020,67.05,Papua
Jayapura,2021,67.16,Papua
Jayapura,2022,67.45,Papua
Jayapura,2023,67.78,Papua
Jayapura,2024,68.08,Papua
Keerom,2013,65.97,Papua
Keerom,2014,65.99,Papua
Keerom,2015,66.09,Papua
Keerom,2016,66.13,Papua
Keerom,2017,66.18,Papua
Keerom,2018,66.35,Papua
Keerom,2019,66.6,Papua
Keerom,2020,66.69,Papua
Keerom,2021,66.78,Papua
Keerom,2022,67.04,Papua
Keerom,2023,67.24,Papua
Keerom,2024,67.44,Papua
Kepulauan Yapen,2013,68.63,Papua
Kepulauan Yapen,2014,68.63,Papua
Kepulauan Yapen,2015,68.67,Papua
Kepulauan Yapen,2016,68.69,Papua
Kepulauan Yapen,2017,68.71,Papua
Kepulauan Yapen,2018,68.85,Papua
Kepulauan Yapen,2019,69.06,Papua
Kepulauan Yapen,2020,69.12,Papua
Kepulauan Yapen,2021,69.17,Papua
Kepulauan Yapen,2022,69.39,Papua
Kepulauan Yapen,2023,69.63,Papua
Kepulauan Yapen,2024,69.83,Papua
Kota Jayapura,2013,69.95,Papua
Kota Jayapura,2014,69.95,Papua
Kota Jayapura,2015,69.97,Papua
Kota Jayapura,2016,69.99,Papua
Kota Jayapura,2017,70,Papua
Kota Jayapura,2018,70.15,Papua
Kota Jayapura,2019,70.38,Papua
Kota Jayapura,2020,70.45,Papua
Kota Jayapura,2021,70.52,Papua
Kota Jayapura,2022,70.76,Papua
Kota Jayapura,2023,71.07,Papua
Kota Jayapura,2024,71.41,Papua
Mamberamo Raya,2013,56.37,Papua
Mamberamo Raya,2014,56.37,Papua
Mamberamo Raya,2015,56.57,Papua
Mamberamo Raya,2016,56.74,Papua
Mamberamo Raya,2017,56.9,Papua
Mamberamo Raya,2018,57.18,Papua
Mamberamo Raya,2019,57.55,Papua
Mamberamo Raya,2020,57.77,Papua
Mamberamo Raya,2021,58,Papua
Mamberamo Raya,2022,58.29,Papua
Mamberamo Raya,2023,58.54,Papua
Mamberamo Raya,2024,58.71,Papua
Sarmi,2013,65.46,Papua
Sarmi,2014,65.49,Papua
Sarmi,2015,65.69,Papua
Sarmi,2016,65.76,Papua
Sarmi,2017,65.82,Papua
Sarmi,2018,66,Papua
Sarmi,2019,66.26,Papua
Sarmi,2020,66.36,Papua
Sarmi,2021,66.46,Papua
Sarmi,2022,66.74,Papua
Sarmi,2023,67.07,Papua
Sarmi,2024,67.38,Papua
Supiori,2013,65.15,Papua
Supiori,2014,65.15,Papua
Supiori,2015,65.25,Papua
Supiori,2016,65.29,Papua
Supiori,2017,65.33,Papua
Supiori,2018,65.53,Papua
Supiori,2019,65.81,Papua
Supiori,2020,65.94,Papua
Supiori,2021,66.06,Papua
Supiori,2022,66.36,Papua
Supiori,2023,66.66,Papua
Supiori,2024,66.93,Papua
Waropen,2013,65.71,Papua
Waropen,2014,65.72,Papua
Waropen,2015,65.73,Papua
Waropen,2016,65.77,Papua
Waropen,2017,65.82,Papua
Waropen,2018,65.99,Papua
Waropen,2019,66.24,Papua
Waropen,2020,66.33,Papua
Waropen,2021,66.42,Papua
Waropen,2022,66.68,Papua
Waropen,2023,66.92,Papua
Waropen,2024,67.11,Papua
Fak Fak,2013,67.4,Papua Barat
Fak Fak,2014,67.62,Papua Barat
Fak Fak,2015,67.72,Papua Barat
Fak Fak,2016,67.84,Papua Barat
Fak Fak,2017,67.95,Papua Barat
Fak Fak,2018,68.12,Papua Barat
Fak Fak,2019,68.41,Papua Barat
Fak Fak,2020,68.47,Papua Barat
Fak Fak,2021,68.5,Papua Barat
Fak Fak,2022,68.75,Papua Barat
Fak Fak,2023,69.02,Papua Barat
Fak Fak,2024,69.16,Papua Barat
Kaimana,2013,63.21,Papua Barat
Kaimana,2014,63.57,Papua Barat
Kaimana,2015,63.59,Papua Barat
Kaimana,2016,63.79,Papua Barat
Kaimana,2017,63.99,Papua Barat
Kaimana,2018,64.25,Papua Barat
Kaimana,2019,64.64,Papua Barat
Kaimana,2020,64.81,Papua Barat
Kaimana,2021,64.93,Papua Barat
Kaimana,2022,65.27,Papua Barat
Kaimana,2023,65.62,Papua Barat
Kaimana,2024,65.86,Papua Barat
Manokwari,2013,67.34,Papua Barat
Manokwari,2014,67.6,Papua Barat
Manokwari,2015,67.69,Papua Barat
Manokwari,2016,67.84,Papua Barat
Manokwari,2017,68,Papua Barat
Manokwari,2018,68.22,Papua Barat
Manokwari,2019,68.56,Papua Barat
Manokwari,2020,68.68,Papua Barat
Manokwari,2021,68.82,Papua Barat
Manokwari,2022,69.18,Papua Barat
Manokwari,2023,69.55,Papua Barat
Manokwari,2024,69.8,Papua Barat
Manokwari Selatan,2013,66.4,Papua Barat
Manokwari Selatan,2014,66.67,Papua Barat
Manokwari Selatan,2015,66.68,Papua Barat
Manokwari Selatan,2016,66.82,Papua Barat
Manokwari Selatan,2017,66.96,Papua Barat
Manokwari Selatan,2018,67.16,Papua Barat
Manokwari Selatan,2019,67.48,Papua Barat
Manokwari Selatan,2020,67.58,Papua Barat
Manokwari Selatan,2021,67.6,Papua Barat
Manokwari Selatan,2022,67.84,Papua Barat
Manokwari Selatan,2023,68.09,Papua Barat
Manokwari Selatan,2024,68.26,Papua Barat
Pegunungan Arfak,2013,66.25,Papua Barat
Pegunungan Arfak,2014,66.49,Papua Barat
Pegunungan Arfak,2015,66.49,Papua Barat
Pegunungan Arfak,2016,66.61,Papua Barat
Pegunungan Arfak,2017,66.72,Papua Barat
Pegunungan Arfak,2018,66.89,Papua Barat
Pegunungan Arfak,2019,67.18,Papua Barat
Pegunungan Arfak,2020,67.24,Papua Barat
Pegunungan Arfak,2021,67.26,Papua Barat
Pegunungan Arfak,2022,67.5,Papua Barat
Pegunungan Arfak,2023,67.71,Papua Barat
Pegunungan Arfak,2024,67.84,Papua Barat
Teluk Bintuni,2013,58.13,Papua Barat
Teluk Bintuni,2014,58.42,Papua Barat
Teluk Bintuni,2015,59.12,Papua Barat
Teluk Bintuni,2016,59.48,Papua Barat
Teluk Bintuni,2017,59.83,Papua Barat
Teluk Bintuni,2018,60.15,Papua Barat
Teluk Bintuni,2019,60.6,Papua Barat
Teluk Bintuni,2020,60.83,Papua Barat
Teluk Bintuni,2021,60.99,Papua Barat
Teluk Bintuni,2022,61.37,Papua Barat
Teluk Bintuni,2023,61.76,Papua Barat
Teluk Bintuni,2024,62.04,Papua Barat
Teluk Wondama,2013,58.04,Papua Barat
Teluk Wondama,2014,58.36,Papua Barat
Teluk Wondama,2015,58.66,Papua Barat
Teluk Wondama,2016,58.96,Papua Barat
Teluk Wondama,2017,59.26,Papua Barat
Teluk Wondama,2018,59.53,Papua Barat
Teluk Wondama,2019,59.93,Papua Barat
Teluk Wondama,2020,60.1,Papua Barat
Teluk Wondama,2021,60.24,Papua Barat
Teluk Wondama,2022,60.57,Papua Barat
Teluk Wondama,2023,60.86,Papua Barat
Teluk Wondama,2024,61.08,Papua Barat
Kota Sorong,2013,67.96,Papua Barat Daya
Kota Sorong,2014,69.02,Papua Barat Daya
Kota Sorong,2015,69.04,Papua Barat Daya
Kota Sorong,2016,69.36,Papua Barat Daya
Kota Sorong,2017,69.67,Papua Barat Daya
Kota Sorong,2018,70,Papua Barat Daya
Kota Sorong,2019,70.46,Papua Barat Daya
Kota Sorong,2020,70.7,Papua Barat Daya
Kota Sorong,2021,70.93,Papua Barat Daya
Kota Sorong,2022,71.4,Papua Barat Daya
Kota Sorong,2023,71.92,Papua Barat Daya
Kota Sorong,2024,71.97,Papua Barat Daya
Maybrat,2013,64.43,Papua Barat Daya
Maybrat,2014,64.65,Papua Barat Daya
Maybrat,2015,64.65,Papua Barat Daya
Maybrat,2016,64.73,Papua Barat Daya
Maybrat,2017,64.8,Papua Barat Daya
Maybrat,2018,64.93,Papua Barat Daya
Maybrat,2019,65.17,Papua Barat Daya
Maybrat,2020,65.19,Papua Barat Daya
Maybrat,2021,65.25,Papua Barat Daya
Maybrat,2022,65.53,Papua Barat Daya
Maybrat,2023,65.82,Papua Barat Daya
Maybrat,2024,65.97,Papua Barat Daya
Raja Ampat,2013,63.84,Papua Barat Daya
Raja Ampat,2014,64.05,Papua Barat Daya
Raja Ampat,2015,64.06,Papua Barat Daya
Raja Ampat,2016,64.16,Papua Barat Daya
Raja Ampat,2017,64.26,Papua Barat Daya
Raja Ampat,2018,64.42,Papua Barat Daya
Raja Ampat,2019,64.7,Papua Barat Daya
Raja Ampat,2020,64.74,Papua Barat Daya
Raja Ampat,2021,64.83,Papua Barat Daya
Raja Ampat,2022,65.12,Papua Barat Daya
Raja Ampat,2023,65.41,Papua Barat Daya
Raja Ampat,2024,65.56,Papua Barat Daya
Sorong,2013,64.99,Papua Barat Daya
Sorong,2014,65.23,Papua Barat Daya
Sorong,2015,65.25,Papua Barat Daya
Sorong,2016,65.39,Papua Barat Daya
Sorong,2017,65.52,Papua Barat Daya
Sorong,2018,65.71,Papua Barat Daya
Sorong,2019,66.02,Papua Barat Daya
Sorong,2020,66.1,Papua Barat Daya
Sorong,2021,66.22,Papua Barat Daya
Sorong,2022,66.55,Papua Barat Daya
Sorong,2023,66.89,Papua Barat Daya
Sorong,2024,67.12,Papua Barat Daya
Sorong Selatan,2013,65.08,Papua Barat Daya
Sorong Selatan,2014,65.34,Papua Barat Daya
Sorong Selatan,2015,65.35,Papua Barat Daya
Sorong Selatan,2016,65.49,Papua Barat Daya
Sorong Selatan,2017,65.63,Papua Barat Daya
Sorong Selatan,2018,65.83,Papua Barat Daya
Sorong Selatan,2019,66.15,Papua Barat Daya
Sorong Selatan,2020,66.25,Papua Barat Daya
Sorong Selatan,2021,66.39,Papua Barat Daya
Sorong Selatan,2022,66.72,Papua Barat Daya
Sorong Selatan,2023,67.01,Papua Barat Daya
Sorong Selatan,2024,67.14,Papua Barat Daya
Tambrauw,2013,58.48,Papua Barat Daya
Tambrauw,2014,58.72,Papua Barat Daya
Tambrauw,2015,59.02,Papua Barat Daya
Tambrauw,2016,59.16,Papua Barat Daya
Tambrauw,2017,59.29,Papua Barat Daya
Tambrauw,2018,59.56,Papua Barat Daya
Tambrauw,2019,59.96,Papua Barat Daya
Tambrauw,2020,60.13,Papua Barat Daya
Tambrauw,2021,60.2,Papua Barat Daya
Tambrauw,2022,60.68,Papua Barat Daya
Tambrauw,2023,61.14,Papua Barat Daya
Tambrauw,2024,61.35,Papua Barat Daya
Jayawijaya,2013,57.71,Papua Pegunungan
Jayawijaya,2014,57.79,Papua Pegunungan
Jayawijaya,2015,58.29,Papua Pegunungan
Jayawijaya,2016,58.48,Papua Pegunungan
Jayawijaya,2017,58.67,Papua Pegunungan
Jayawijaya,2018,58.99,Papua Pegunungan
Jayawijaya,2019,59.39,Papua Pegunungan
Jayawijaya,2020,59.64,Papua Pegunungan
Jayawijaya,2021,59.9,Papua Pegunungan
Jayawijaya,2022,60.26,Papua Pegunungan
Jayawijaya,2023,60.5,Papua Pegunungan
Jayawijaya,2024,60.65,Papua Pegunungan
Lanny Jaya,2013,64.82,Papua Pegunungan
Lanny Jaya,2014,64.85,Papua Pegunungan
Lanny Jaya,2015,64.86,Papua Pegunungan
Lanny Jaya,2016,65.63,Papua Pegunungan
Lanny Jaya,2017,65.65,Papua Pegunungan
Lanny Jaya,2018,65.79,Papua Pegunungan
Lanny Jaya,2019,66,Papua Pegunungan
Lanny Jaya,2020,66.06,Papua Pegunungan
Lanny Jaya,2021,66.11,Papua Pegunungan
Lanny Jaya,2022,66.31,Papua Pegunungan
Lanny Jaya,2023,66.51,Papua Pegunungan
Lanny Jaya,2024,66.62,Papua Pegunungan
Mamberamo Tengah,2013,62.59,Papua Pegunungan
Mamberamo Tengah,2014,62.62,Papua Pegunungan
Mamberamo Tengah,2015,62.72,Papua Pegunungan
Mamberamo Tengah,2016,62.82,Papua Pegunungan
Mamberamo Tengah,2017,62.92,Papua Pegunungan
Mamberamo Tengah,2018,63.14,Papua Pegunungan
Mamberamo Tengah,2019,63.44,Papua Pegunungan
Mamberamo Tengah,2020,63.59,Papua Pegunungan
Mamberamo Tengah,2021,63.75,Papua Pegunungan
Mamberamo Tengah,2022,64.05,Papua Pegunungan
Mamberamo Tengah,2023,64.14,Papua Pegunungan
Mamberamo Tengah,2024,64.18,Papua Pegunungan
Nduga,2013,53.54,Papua Pegunungan
Nduga,2014,53.6,Papua Pegunungan
Nduga,2015,53.6,Papua Pegunungan
Nduga,2016,54.5,Papua Pegunungan
Nduga,2017,54.6,Papua Pegunungan
Nduga,2018,54.82,Papua Pegunungan
Nduga,2019,55.12,Papua Pegunungan
Nduga,2020,55.27,Papua Pegunungan
Nduga,2021,55.43,Papua Pegunungan
Nduga,2022,55.7,Papua Pegunungan
Nduga,2023,55.72,Papua Pegunungan
Nduga,2024,55.74,Papua Pegunungan
Pegunungan Bintang,2013,63.56,Papua Pegunungan
Pegunungan Bintang,2014,63.58,Papua Pegunungan
Pegunungan Bintang,2015,63.78,Papua Pegunungan
Pegunungan Bintang,2016,63.84,Papua Pegunungan
Pegunungan Bintang,2017,63.9,Papua Pegunungan
Pegunungan Bintang,2018,64.08,Papua Pegunungan
Pegunungan Bintang,2019,64.34,Papua Pegunungan
Pegunungan Bintang,2020,64.44,Papua Pegunungan
Pegunungan Bintang,2021,64.54,Papua Pegunungan
Pegunungan Bintang,2022,64.79,Papua Pegunungan
Pegunungan Bintang,2023,64.99,Papua Pegunungan
Pegunungan Bintang,2024,65.17,Papua Pegunungan
Tolikara,2013,64.64,Papua Pegunungan
Tolikara,2014,64.66,Papua Pegunungan
Tolikara,2015,64.86,Papua Pegunungan
Tolikara,2016,64.98,Papua Pegunungan
Tolikara,2017,65.1,Papua Pegunungan
Tolikara,2018,65.3,Papua Pegunungan
Tolikara,2019,65.58,Papua Pegunungan
Tolikara,2020,65.71,Papua Pegunungan
Tolikara,2021,65.83,Papua Pegunungan
Tolikara,2022,66.08,Papua Pegunungan
Tolikara,2023,66.33,Papua Pegunungan
Tolikara,2024,66.53,Papua Pegunungan
Yahukimo,2013,64.54,Papua Pegunungan
Yahukimo,2014,64.56,Papua Pegunungan
Yahukimo,2015,65.06,Papua Pegunungan
Yahukimo,2016,65.19,Papua Pegunungan
Yahukimo,2017,65.32,Papua Pegunungan
Yahukimo,2018,65.52,Papua Pegunungan
Yahukimo,2019,65.8,Papua Pegunungan
Yahukimo,2020,65.93,Papua Pegunungan
Yahukimo,2021,66.05,Papua Pegunungan
Yahukimo,2022,66.31,Papua Pegunungan
Yahukimo,2023,66.42,Papua Pegunungan
Yahukimo,2024,66.55,Papua Pegunungan
Yalimo,2013,64.83,Papua Pegunungan
Yalimo,2014,64.85,Papua Pegunungan
Yalimo,2015,64.86,Papua Pegunungan
Yalimo,2016,64.9,Papua Pegunungan
Yalimo,2017,64.94,Papua Pegunungan
Yalimo,2018,65.1,Papua Pegunungan
Yalimo,2019,65.34,Papua Pegunungan
Yalimo,2020,65.42,Papua Pegunungan
Yalimo,2021,65.49,Papua Pegunungan
Yalimo,2022,65.72,Papua Pegunungan
Yalimo,2023,65.95,Papua Pegunungan
Yalimo,2024,66.12,Papua Pegunungan
Asmat,2013,54.91,Papua Selatan
Asmat,2014,55,Papua Selatan
Asmat,2015,55.5,Papua Selatan
Asmat,2016,55.9,Papua Selatan
Asmat,2017,56.32,Papua Selatan
Asmat,2018,56.88,Papua Selatan
Asmat,2019,57.53,Papua Selatan
Asmat,2020,58.05,Papua Selatan
Asmat,2021,58.59,Papua Selatan
Asmat,2022,58.9,Papua Selatan
Asmat,2023,59.19,Papua Selatan
Asmat,2024,59.36,Papua Selatan
Boven Digoel,2013,57.6,Papua Selatan
Boven Digoel,2014,57.64,Papua Selatan
Boven Digoel,2015,58.24,Papua Selatan
Boven Digoel,2016,58.51,Papua Selatan
Boven Digoel,2017,58.77,Papua Selatan
Boven Digoel,2018,59.16,Papua Selatan
Boven Digoel,2019,59.64,Papua Selatan
Boven Digoel,2020,59.97,Papua Selatan
Boven Digoel,2021,60.32,Papua Selatan
Boven Digoel,2022,60.64,Papua Selatan
Boven Digoel,2023,60.97,Papua Selatan
Boven Digoel,2024,61.21,Papua Selatan
Mappi,2013,63.51,Papua Selatan
Mappi,2014,63.52,Papua Selatan
Mappi,2015,64.02,Papua Selatan
Mappi,2016,64.16,Papua Selatan
Mappi,2017,64.3,Papua Selatan
Mappi,2018,64.56,Papua Selatan
Mappi,2019,64.91,Papua Selatan
Mappi,2020,65.11,Papua Selatan
Mappi,2021,65.31,Papua Selatan
Mappi,2022,65.66,Papua Selatan
Mappi,2023,65.9,Papua Selatan
Mappi,2024,66.01,Papua Selatan
Merauke,2013,66.48,Papua Selatan
Merauke,2014,66.49,Papua Selatan
Merauke,2015,66.5,Papua Selatan
Merauke,2016,66.53,Papua Selatan
Merauke,2017,66.56,Papua Selatan
Merauke,2018,66.71,Papua Selatan
Merauke,2019,66.93,Papua Selatan
Merauke,2020,67,Papua Selatan
Merauke,2021,67.07,Papua Selatan
Merauke,2022,67.31,Papua Selatan
Merauke,2023,67.6,Papua Selatan
Merauke,2024,67.77,Papua Selatan
Deiyai,2013,64.25,Papua Tengah
Deiyai,2014,64.27,Papua Tengah
Deiyai,2015,64.47,Papua Tengah
Deiyai,2016,64.55,Papua Tengah
Deiyai,2017,64.63,Papua Tengah
Deiyai,2018,64.83,Papua Tengah
Deiyai,2019,65.11,Papua Tengah
Deiyai,2020,65.24,Papua Tengah
Deiyai,2021,65.36,Papua Tengah
Deiyai,2022,65.66,Papua Tengah
Deiyai,2023,65.93,Papua Tengah
Deiyai,2024,66.07,Papua Tengah
Dogiyai,2013,64.34,Papua Tengah
Dogiyai,2014,64.36,Papua Tengah
Dogiyai,2015,64.86,Papua Tengah
Dogiyai,2016,64.99,Papua Tengah
Dogiyai,2017,65.12,Papua Tengah
Dogiyai,2018,65.32,Papua Tengah
Dogiyai,2019,65.6,Papua Tengah
Dogiyai,2020,65.73,Papua Tengah
Dogiyai,2021,65.85,Papua Tengah
Dogiyai,2022,66.13,Papua Tengah
Dogiyai,2023,66.39,Papua Tengah
Dogiyai,2024,66.5,Papua Tengah
Intan Jaya,2013,64.87,Papua Tengah
Intan Jaya,2014,64.88,Papua Tengah
Intan Jaya,2015,64.98,Papua Tengah
Intan Jaya,2016,65.04,Papua Tengah
Intan Jaya,2017,65.09,Papua Tengah
Intan Jaya,2018,65.26,Papua Tengah
Intan Jaya,2019,65.51,Papua Tengah
Intan Jaya,2020,65.6,Papua Tengah
Intan Jaya,2021,65.69,Papua Tengah
Intan Jaya,2022,65.93,Papua Tengah
Intan Jaya,2023,66.12,Papua Tengah
Intan Jaya,2024,66.18,Papua Tengah
Mimika,2013,71.85,Papua Tengah
Mimika,2014,71.87,Papua Tengah
Mimika,2015,71.89,Papua Tengah
Mimika,2016,71.9,Papua Tengah
Mimika,2017,71.93,Papua Tengah
Mimika,2018,72.06,Papua Tengah
Mimika,2019,72.27,Papua Tengah
Mimika,2020,72.32,Papua Tengah
Mimika,2021,72.36,Papua Tengah
Mimika,2022,72.57,Papua Tengah
Mimika,2023,72.83,Papua Tengah
Mimika,2024,73.06,Papua Tengah
Nabire,2013,67.23,Papua Tengah
Nabire,2014,67.24,Papua Tengah
Nabire,2015,67.44,Papua Tengah
Nabire,2016,67.5,Papua Tengah
Nabire,2017,67.55,Papua Tengah
Nabire,2018,67.72,Papua Tengah
Nabire,2019,67.97,Papua Tengah
Nabire,2020,68.06,Papua Tengah
Nabire,2021,68.15,Papua Tengah
Nabire,2022,68.41,Papua Tengah
Nabire,2023,68.73,Papua Tengah
Nabire,2024,69.02,Papua Tengah
Paniai,2013,65.13,Papua Tengah
Paniai,2014,65.15,Papua Tengah
Paniai,2015,65.45,Papua Tengah
Paniai,2016,65.58,Papua Tengah
Paniai,2017,65.7,Papua Tengah
Paniai,2018,65.94,Papua Tengah
Paniai,2019,66.27,Papua Tengah
Paniai,2020,66.44,Papua Tengah
Paniai,2021,66.62,Papua Tengah
Paniai,2022,66.94,Papua Tengah
Paniai,2023,67.22,Papua Tengah
Paniai,2024,67.38,Papua Tengah
Puncak,2013,64.98,Papua Tengah
Puncak,2014,64.98,Papua Tengah
Puncak,2015,65.08,Papua Tengah
Puncak,2016,65.1,Papua Tengah
Puncak,2017,65.13,Papua Tengah
Puncak,2018,65.33,Papua Tengah
Puncak,2019,65.61,Papua Tengah
Puncak,2020,65.74,Papua Tengah
Puncak,2021,65.86,Papua Tengah
Puncak,2022,66.13,Papua Tengah
Puncak,2023,66.4,Papua Tengah
Puncak,2024,66.53,Papua Tengah
Puncak Jaya,2013,63.74,Papua Tengah
Puncak Jaya,2014,63.77,Papua Tengah
Puncak Jaya,2015,64.17,Papua Tengah
Puncak Jaya,2016,64.29,Papua Tengah
Puncak Jaya,2017,64.41,Papua Tengah
Puncak Jaya,2018,64.65,Papua Tengah
Puncak Jaya,2019,64.98,Papua Tengah
Puncak Jaya,2020,65.15,Papua Tengah
Puncak Jaya,2021,65.33,Papua Tengah
Puncak Jaya,2022,65.66,Papua Tengah
Puncak Jaya,2023,65.9,Papua Tengah
Puncak Jaya,2024,66.04,Papua Tengah
Bengkalis,2013,70.38,Riau
Bengkalis,2014,70.38,Riau
Bengkalis,2015,70.58,Riau
Bengkalis,2016,70.63,Riau
Bengkalis,2017,70.69,Riau
Bengkalis,2018,70.85,Riau
Bengkalis,2019,71.11,Riau
Bengkalis,2020,71.2,Riau
Bengkalis,2021,71.24,Riau
Bengkalis,2022,71.5,Riau
Bengkalis,2023,71.79,Riau
Bengkalis,2024,71.92,Riau
Indragiri Hilir,2013,66.5,Riau
Indragiri Hilir,2014,66.54,Riau
Indragiri Hilir,2015,66.84,Riau
Indragiri Hilir,2016,66.95,Riau
Indragiri Hilir,2017,67.07,Riau
Indragiri Hilir,2018,67.32,Riau
Indragiri Hilir,2019,67.66,Riau
Indragiri Hilir,2020,67.85,Riau
Indragiri Hilir,2021,67.98,Riau
Indragiri Hilir,2022,68.31,Riau
Indragiri Hilir,2023,68.62,Riau
Indragiri Hilir,2024,68.7,Riau
Indragiri Hulu,2013,69.63,Riau
Indragiri Hulu,2014,69.64,Riau
Indragiri Hulu,2015,69.74,Riau
Indragiri Hulu,2016,69.79,Riau
Indragiri Hulu,2017,69.83,Riau
Indragiri Hulu,2018,69.97,Riau
Indragiri Hulu,2019,70.2,Riau
Indragiri Hulu,2020,70.25,Riau
Indragiri Hulu,2021,70.26,Riau
Indragiri Hulu,2022,70.48,Riau
Indragiri Hulu,2023,70.69,Riau
Indragiri Hulu,2024,70.86,Riau
Kampar,2013,69.77,Riau
Kampar,2014,69.8,Riau
Kampar,2015,70,Riau
Kampar,2016,70.08,Riau
Kampar,2017,70.16,Riau
Kampar,2018,70.35,Riau
Kampar,2019,70.64,Riau
Kampar,2020,70.76,Riau
Kampar,2021,70.83,Riau
Kampar,2022,71.12,Riau
Kampar,2023,71.42,Riau
Kampar,2024,71.56,Riau
Kepulauan Meranti,2013,66.38,Riau
Kepulauan Meranti,2014,66.42,Riau
Kepulauan Meranti,2015,66.72,Riau
Kepulauan Meranti,2016,66.85,Riau
Kepulauan Meranti,2017,66.99,Riau
Kepulauan Meranti,2018,67.21,Riau
Kepulauan Meranti,2019,67.53,Riau
Kepulauan Meranti,2020,67.68,Riau
Kepulauan Meranti,2021,67.78,Riau
Kepulauan Meranti,2022,68.09,Riau
Kepulauan Meranti,2023,68.41,Riau
Kepulauan Meranti,2024,68.48,Riau
Kota Dumai,2013,70.04,Riau
Kota Dumai,2014,70.05,Riau
Kota Dumai,2015,70.25,Riau
Kota Dumai,2016,70.31,Riau
Kota Dumai,2017,70.37,Riau
Kota Dumai,2018,70.55,Riau
Kota Dumai,2019,70.82,Riau
Kota Dumai,2020,70.93,Riau
Kota Dumai,2021,70.98,Riau
Kota Dumai,2022,71.25,Riau
Kota Dumai,2023,71.67,Riau
