Kota/Kabupaten,Tahun,Life Expectancy at Birth (Year),Provinsi
Seram Bagian Timur,2018,58.84,Maluku
Seram Bagian Timur,2019,59.16,Maluku
Seram Bagian Timur,2020,59.41,Maluku
Seram Bagian Timur,2021,59.62,Maluku
Seram Bagian Timur,2022,60.06,Maluku
Seram Bagian Timur,2023,60.46,Maluku
Seram Bagian Timur,2024,60.8,Maluku
Halmahera Barat,2013,64.87,Maluku Utara
Halmahera Barat,2014,65.15,Maluku Utara
Halmahera Barat,2015,65.35,Maluku Utara
Halmahera Barat,2016,65.45,Maluku Utara
Halmahera Barat,2017,65.55,Maluku Utara
Halmahera Barat,2018,65.78,Maluku Utara
Halmahera Barat,2019,66.13,Maluku Utara
Halmahera Barat,2020,66.25,Maluku Utara
Halmahera Barat,2021,66.34,Maluku Utara
Halmahera Barat,2022,66.64,Maluku Utara
Halmahera Barat,2023,66.91,Maluku Utara
Halmahera Barat,2024,67.13,Maluku Utara
Halmahera Selatan,2013,64.65,Maluku Utara
Halmahera Selatan,2014,64.93,Maluku Utara
Halmahera Selatan,2015,65.03,Maluku Utara
Halmahera Selatan,2016,65.11,Maluku Utara
Halmahera Selatan,2017,65.2,Maluku Utara
Halmahera Selatan,2018,65.42,Maluku Utara
Halmahera Selatan,2019,65.75,Maluku Utara
Halmahera Selatan,2020,65.86,Maluku Utara
Halmahera Selatan,2021,65.93,Maluku Utara
Halmahera Selatan,2022,66.22,Maluku Utara
Halmahera Selatan,2023,66.5,Maluku Utara
Halmahera Selatan,2024,66.71,Maluku Utara
Halmahera Tengah,2013,61.86,Maluku Utara
Halmahera Tengah,2014,62.2,Maluku Utara
Halmahera Tengah,2015,62.4,Maluku Utara
Halmahera Tengah,2016,62.6,Maluku Utara
Halmahera Tengah,2017,62.8,Maluku Utara
Halmahera Tengah,2018,63.16,Maluku Utara
Halmahera Tengah,2019,63.65,Maluku Utara
Halmahera Tengah,2020,63.91,Maluku Utara
Halmahera Tengah,2021,64.15,Maluku Utara
Halmahera Tengah,2022,64.61,Maluku Utara
Halmahera Tengah,2023,65.06,Maluku Utara
Halmahera Tengah,2024,65.35,Maluku Utara
Halmahera Timur,2013,66.87,Maluku Utara
Halmahera Timur,2014,67.19,Maluku Utara
Halmahera Timur,2015,67.49,Maluku Utara
Halmahera Timur,2016,67.67,Maluku Utara
Halmahera Timur,2017,67.85,Maluku Utara
Halmahera Timur,2018,68.19,Maluku Utara
Halmahera Timur,2019,68.64,Maluku Utara
Halmahera Timur,2020,68.88,Maluku Utara
Halmahera Timur,2021,69.08,Maluku Utara
Halmahera Timur,2022,69.5,Maluku Utara
Halmahera Timur,2023,69.9,Maluku Utara
Halmahera Timur,2024,70.04,Maluku Utara
Halmahera Utara,2013,68.39,Maluku Utara
Halmahera Utara,2014,68.67,Maluku Utara
Halmahera Utara,2015,68.77,Maluku Utara
Halmahera Utara,2016,68.86,Maluku Utara
Halmahera Utara,2017,68.94,Maluku Utara
Halmahera Utara,2018,69.15,Maluku Utara
Halmahera Utara,2019,69.47,Maluku Utara
Halmahera Utara,2020,69.56,Maluku Utara
Halmahera Utara,2021,69.61,Maluku Utara
Halmahera Utara,2022,69.88,Maluku Utara
Halmahera Utara,2023,70.11,Maluku Utara
Halmahera Utara,2024,70.35,Maluku Utara
Kepulauan Sula,2013,61.99,Maluku Utara
Kepulauan Sula,2014,62.29,Maluku Utara
Kepulauan Sula,2015,62.39,Maluku Utara
Kepulauan Sula,2016,62.5,Maluku Utara
Kepulauan Sula,2017,62.6,Maluku Utara
Kepulauan Sula,2018,62.83,Maluku Utara
Kepulauan Sula,2019,63.18,Maluku Utara
Kepulauan Sula,2020,63.3,Maluku Utara
Kepulauan Sula,2021,63.39,Maluku Utara
Kepulauan Sula,2022,63.68,Maluku Utara
Kepulauan Sula,2023,63.94,Maluku Utara
Kepulauan Sula,2024,64.22,Maluku Utara
Kota Ternate,2013,69.67,Maluku Utara
Kota Ternate,2014,69.97,Maluku Utara
Kota Ternate,2015,70.07,Maluku Utara
Kota Ternate,2016,70.17,Maluku Utara
Kota Ternate,2017,70.27,Maluku Utara
Kota Ternate,2018,70.5,Maluku Utara
Kota Ternate,2019,70.85,Maluku Utara
Kota Ternate,2020,70.97,Maluku Utara
Kota Ternate,2021,71.06,Maluku Utara
Kota Ternate,2022,71.38,Maluku Utara
Kota Ternate,2023,71.7,Maluku Utara
Kota Ternate,2024,71.98,Maluku Utara
Kota Tidore Kepulauan,2013,68.04,Maluku Utara
Kota Tidore Kepulauan,2014,68.33,Maluku Utara
Kota Tidore Kepulauan,2015,68.43,Maluku Utara
Kota Tidore Kepulauan,2016,68.54,Maluku Utara
Kota Tidore Kepulauan,2017,68.64,Maluku Utara
Kota Tidore Kepulauan,2018,68.87,Maluku Utara
Kota Tidore Kepulauan,2019,69.22,Maluku Utara
Kota Tidore Kepulauan,2020,69.34,Maluku Utara
Kota Tidore Kepulauan,2021,69.43,Maluku Utara
Kota Tidore Kepulauan,2022,69.75,Maluku Utara
Kota Tidore Kepulauan,2023,70.1,Maluku Utara
Kota Tidore Kepulauan,2024,70.22,Maluku Utara
Pulau Morotai,2013,65.46,Maluku Utara
Pulau Morotai,2014,65.78,Maluku Utara
Pulau Morotai,2015,65.98,Maluku Utara
Pulau Morotai,2016,66.13,Maluku Utara
Pulau Morotai,2017,66.28,Maluku Utara
Pulau Morotai,2018,66.58,Maluku Utara
Pulau Morotai,2019,66.99,Maluku Utara
Pulau Morotai,2020,67.18,Maluku Utara
Pulau Morotai,2021,67.35,Maluku Utara
Pulau Morotai,2022,67.74,Maluku Utara
Pulau Morotai,2023,68.1,Maluku Utara
Pulau Morotai,2024,68.39,Maluku Utara
Pulau Taliabu,2013,60.67,Maluku Utara
Pulau Taliabu,2014,60.98,Maluku Utara
Pulau Taliabu,2015,61.08,Maluku Utara
Pulau Taliabu,2016,61.2,Maluku Utara
Pulau Taliabu,2017,61.32,Maluku Utara
Pulau Taliabu,2018,61.58,Maluku Utara
Pulau Taliabu,2019,61.95,Maluku Utara
Pulau Taliabu,2020,62.1,Maluku Utara
Pulau Taliabu,2021,62.22,Maluku Utara
Pulau Taliabu,2022,62.53,Maluku Utara
Pulau Taliabu,2023,62.79,Maluku Utara
Pulau Taliabu,2024,63.05,Maluku Utara
Bima,2013,64.42,Nusa Tenggara Barat (NTB)
Bima,2014,64.56,Nusa Tenggara Barat (NTB)
Bima,2015,64.86,Nusa Tenggara Barat (NTB)
Bima,2016,65.13,Nusa Tenggara Barat (NTB)
Bima,2017,65.4,Nusa Tenggara Barat (NTB)
Bima,2018,65.71,Nusa Tenggara Barat (NTB)
Bima,2019,66.11,Nusa Tenggara Barat (NTB)
Bima,2020,66.33,Nusa Tenggara Barat (NTB)
Bima,2021,66.5,Nusa Tenggara Barat (NTB)
Bima,2022,66.87,Nusa Tenggara Barat (NTB)
Bima,2023,67.27,Nusa Tenggara Barat (NTB)
Bima,2024,67.52,Nusa Tenggara Barat (NTB)
Dompu,2013,64.92,Nusa Tenggara Barat (NTB)
Dompu,2014,65.06,Nusa Tenggara Barat (NTB)
Dompu,2015,65.36,Nusa Tenggara Barat (NTB)
Dompu,2016,65.62,Nusa Tenggara Barat (NTB)
Dompu,2017,65.89,Nusa Tenggara Barat (NTB)
Dompu,2018,66.2,Nusa Tenggara Barat (NTB)
Dompu,2019,66.6,Nusa Tenggara Barat (NTB)
Dompu,2020,66.82,Nusa Tenggara Barat (NTB)
Dompu,2021,66.99,Nusa Tenggara Barat (NTB)
Dompu,2022,67.36,Nusa Tenggara Barat (NTB)
Dompu,2023,67.76,Nusa Tenggara Barat (NTB)
Dompu,2024,67.99,Nusa Tenggara Barat (NTB)
Kota Bima,2013,68.88,Nusa Tenggara Barat (NTB)
Kota Bima,2014,69.03,Nusa Tenggara Barat (NTB)
Kota Bima,2015,69.12,Nusa Tenggara Barat (NTB)
Kota Bima,2016,69.35,Nusa Tenggara Barat (NTB)
Kota Bima,2017,69.58,Nusa Tenggara Barat (NTB)
Kota Bima,2018,69.84,Nusa Tenggara Barat (NTB)
Kota Bima,2019,70.2,Nusa Tenggara Barat (NTB)
Kota Bima,2020,70.38,Nusa Tenggara Barat (NTB)
Kota Bima,2021,70.5,Nusa Tenggara Barat (NTB)
Kota Bima,2022,70.83,Nusa Tenggara Barat (NTB)
Kota Bima,2023,71.19,Nusa Tenggara Barat (NTB)
Kota Bima,2024,71.41,Nusa Tenggara Barat (NTB)
Kota Mataram,2013,70.03,Nusa Tenggara Barat (NTB)
Kota Mataram,2014,70.18,Nusa Tenggara Barat (NTB)
Kota Mataram,2015,70.43,Nusa Tenggara Barat (NTB)
Kota Mataram,2016,70.7,Nusa Tenggara Barat (NTB)
Kota Mataram,2017,70.98,Nusa Tenggara Barat (NTB)
Kota Mataram,2018,71.24,Nusa Tenggara Barat (NTB)
Kota Mataram,2019,71.59,Nusa Tenggara Barat (NTB)
Kota Mataram,2020,71.76,Nusa Tenggara Barat (NTB)
Kota Mataram,2021,71.88,Nusa Tenggara Barat (NTB)
Kota Mataram,2022,72.2,Nusa Tenggara Barat (NTB)
Kota Mataram,2023,72.55,Nusa Tenggara Barat (NTB)
Kota Mataram,2024,72.75,Nusa Tenggara Barat (NTB)
Lombok Barat,2013,64.36,Nusa Tenggara Barat (NTB)
Lombok Barat,2014,64.5,Nusa Tenggara Barat (NTB)
Lombok Barat,2015,65.1,Nusa Tenggara Barat (NTB)
Lombok Barat,2016,65.44,Nusa Tenggara Barat (NTB)
Lombok Barat,2017,65.78,Nusa Tenggara Barat (NTB)
Lombok Barat,2018,66.16,Nusa Tenggara Barat (NTB)
Lombok Barat,2019,66.64,Nusa Tenggara Barat (NTB)
Lombok Barat,2020,66.94,Nusa Tenggara Barat (NTB)
Lombok Barat,2021,67.19,Nusa Tenggara Barat (NTB)
Lombok Barat,2022,67.63,Nusa Tenggara Barat (NTB)
Lombok Barat,2023,68.08,Nusa Tenggara Barat (NTB)
Lombok Barat,2024,68.35,Nusa Tenggara Barat (NTB)
Lombok Tengah,2013,64.3,Nusa Tenggara Barat (NTB)
Lombok Tengah,2014,64.45,Nusa Tenggara Barat (NTB)
Lombok Tengah,2015,64.75,Nusa Tenggara Barat (NTB)
Lombok Tengah,2016,65.01,Nusa Tenggara Barat (NTB)
Lombok Tengah,2017,65.28,Nusa Tenggara Barat (NTB)
Lombok Tengah,2018,65.59,Nusa Tenggara Barat (NTB)
Lombok Tengah,2019,65.99,Nusa Tenggara Barat (NTB)
Lombok Tengah,2020,66.21,Nusa Tenggara Barat (NTB)
Lombok Tengah,2021,66.38,Nusa Tenggara Barat (NTB)
Lombok Tengah,2022,66.75,Nusa Tenggara Barat (NTB)
Lombok Tengah,2023,67.12,Nusa Tenggara Barat (NTB)
Lombok Tengah,2024,67.32,Nusa Tenggara Barat (NTB)
Lombok Timur,2013,63.9,Nusa Tenggara Barat (NTB)
Lombok Timur,2014,64.04,Nusa Tenggara Barat (NTB)
Lombok Timur,2015,64.44,Nusa Tenggara Barat (NTB)
Lombok Timur,2016,64.73,Nusa Tenggara Barat (NTB)
Lombok Timur,2017,65.01,Nusa Tenggara Barat (NTB)
Lombok Timur,2018,65.33,Nusa Tenggara Barat (NTB)
Lombok Timur,2019,65.74,Nusa Tenggara Barat (NTB)
Lombok Timur,2020,65.97,Nusa Tenggara Barat (NTB)
Lombok Timur,2021,66.16,Nusa Tenggara Barat (NTB)
Lombok Timur,2022,66.55,Nusa Tenggara Barat (NTB)
Lombok Timur,2023,66.95,Nusa Tenggara Barat (NTB)
Lombok Timur,2024,67.2,Nusa Tenggara Barat (NTB)
Lombok Utara,2013,65.04,Nusa Tenggara Barat (NTB)
Lombok Utara,2014,65.19,Nusa Tenggara Barat (NTB)
Lombok Utara,2015,65.59,Nusa Tenggara Barat (NTB)
Lombok Utara,2016,65.88,Nusa Tenggara Barat (NTB)
Lombok Utara,2017,66.17,Nusa Tenggara Barat (NTB)
Lombok Utara,2018,66.5,Nusa Tenggara Barat (NTB)
Lombok Utara,2019,66.92,Nusa Tenggara Barat (NTB)
Lombok Utara,2020,67.17,Nusa Tenggara Barat (NTB)
Lombok Utara,2021,67.36,Nusa Tenggara Barat (NTB)
Lombok Utara,2022,67.75,Nusa Tenggara Barat (NTB)
Lombok Utara,2023,68.17,Nusa Tenggara Barat (NTB)
Lombok Utara,2024,68.43,Nusa Tenggara Barat (NTB)
Sumbawa,2013,65.58,Nusa Tenggara Barat (NTB)
Sumbawa,2014,65.72,Nusa Tenggara Barat (NTB)
Sumbawa,2015,66.02,Nusa Tenggara Barat (NTB)
Sumbawa,2016,66.3,Nusa Tenggara Barat (NTB)
Sumbawa,2017,66.58,Nusa Tenggara Barat (NTB)
Sumbawa,2018,66.9,Nusa Tenggara Barat (NTB)
Sumbawa,2019,67.31,Nusa Tenggara Barat (NTB)
Sumbawa,2020,67.54,Nusa Tenggara Barat (NTB)
Sumbawa,2021,67.73,Nusa Tenggara Barat (NTB)
Sumbawa,2022,68.12,Nusa Tenggara Barat (NTB)
Sumbawa,2023,68.54,Nusa Tenggara Barat (NTB)
Sumbawa,2024,68.81,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2013,65.69,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2014,65.85,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2015,66.35,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2016,66.66,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2017,66.98,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2018,67.34,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2019,67.8,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2020,68.07,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2021,68.31,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2022,68.74,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2023,69.2,Nusa Tenggara Barat (NTB)
Sumbawa Barat,2024,69.54,Nusa Tenggara Barat (NTB)
Alor,2013,59.71,Nusa Tenggara Timur (NTT)
Alor,2014,59.73,Nusa Tenggara Timur (NTT)
Alor,2015,60.23,Nusa Tenggara Timur (NTT)
Alor,2016,60.35,Nusa Tenggara Timur (NTT)
Alor,2017,60.47,Nusa Tenggara Timur (NTT)
Alor,2018,60.8,Nusa Tenggara Timur (NTT)
Alor,2019,61.29,Nusa Tenggara Timur (NTT)
Alor,2020,61.48,Nusa Tenggara Timur (NTT)
Alor,2021,61.64,Nusa Tenggara Timur (NTT)
Alor,2022,61.99,Nusa Tenggara Timur (NTT)
Alor,2023,62.35,Nusa Tenggara Timur (NTT)
Alor,2024,62.62,Nusa Tenggara Timur (NTT)
Belu,2013,62.26,Nusa Tenggara Timur (NTT)
Belu,2014,62.31,Nusa Tenggara Timur (NTT)
Belu,2015,63.01,Nusa Tenggara Timur (NTT)
Belu,2016,63.21,Nusa Tenggara Timur (NTT)
Belu,2017,63.42,Nusa Tenggara Timur (NTT)
Belu,2018,63.81,Nusa Tenggara Timur (NTT)
Belu,2019,64.35,Nusa Tenggara Timur (NTT)
Belu,2020,64.61,Nusa Tenggara Timur (NTT)
Belu,2021,64.89,Nusa Tenggara Timur (NTT)
Belu,2022,65.28,Nusa Tenggara Timur (NTT)
Belu,2023,65.63,Nusa Tenggara Timur (NTT)
Belu,2024,65.93,Nusa Tenggara Timur (NTT)
Ende,2013,64.24,Nusa Tenggara Timur (NTT)
Ende,2014,64.27,Nusa Tenggara Timur (NTT)
Ende,2015,64.37,Nusa Tenggara Timur (NTT)
Ende,2016,64.42,Nusa Tenggara Timur (NTT)
Ende,2017,64.48,Nusa Tenggara Timur (NTT)
Ende,2018,64.75,Nusa Tenggara Timur (NTT)
Ende,2019,65.17,Nusa Tenggara Timur (NTT)
Ende,2020,65.29,Nusa Tenggara Timur (NTT)
Ende,2021,65.43,Nusa Tenggara Timur (NTT)
Ende,2022,65.76,Nusa Tenggara Timur (NTT)
Ende,2023,66.12,Nusa Tenggara Timur (NTT)
Ende,2024,66.3,Nusa Tenggara Timur (NTT)
Flores Timur,2013,63.88,Nusa Tenggara Timur (NTT)
Flores Timur,2014,63.88,Nusa Tenggara Timur (NTT)
Flores Timur,2015,64.28,Nusa Tenggara Timur (NTT)
Flores Timur,2016,64.36,Nusa Tenggara Timur (NTT)
Flores Timur,2017,64.45,Nusa Tenggara Timur (NTT)
Flores Timur,2018,64.7,Nusa Tenggara Timur (NTT)
Flores Timur,2019,65.1,Nusa Tenggara Timur (NTT)
Flores Timur,2020,65.2,Nusa Tenggara Timur (NTT)
Flores Timur,2021,65.31,Nusa Tenggara Timur (NTT)
Flores Timur,2022,65.62,Nusa Tenggara Timur (NTT)
Flores Timur,2023,65.96,Nusa Tenggara Timur (NTT)
Flores Timur,2024,66.21,Nusa Tenggara Timur (NTT)
Kota Kupang,2013,68.09,Nusa Tenggara Timur (NTT)
Kota Kupang,2014,68.14,Nusa Tenggara Timur (NTT)
Kota Kupang,2015,68.34,Nusa Tenggara Timur (NTT)
Kota Kupang,2016,68.46,Nusa Tenggara Timur (NTT)
Kota Kupang,2017,68.58,Nusa Tenggara Timur (NTT)
Kota Kupang,2018,68.9,Nusa Tenggara Timur (NTT)
Kota Kupang,2019,69.37,Nusa Tenggara Timur (NTT)
Kota Kupang,2020,69.55,Nusa Tenggara Timur (NTT)
Kota Kupang,2021,69.73,Nusa Tenggara Timur (NTT)
Kota Kupang,2022,70.11,Nusa Tenggara Timur (NTT)
Kota Kupang,2023,70.52,Nusa Tenggara Timur (NTT)
Kota Kupang,2024,70.84,Nusa Tenggara Timur (NTT)
Kupang,2013,62.87,Nusa Tenggara Timur (NTT)
Kupang,2014,62.97,Nusa Tenggara Timur (NTT)
Kupang,2015,63.17,Nusa Tenggara Timur (NTT)
Kupang,2016,63.33,Nusa Tenggara Timur (NTT)
Kupang,2017,63.49,Nusa Tenggara Timur (NTT)
Kupang,2018,63.86,Nusa Tenggara Timur (NTT)
Kupang,2019,64.39,Nusa Tenggara Timur (NTT)
Kupang,2020,64.63,Nusa Tenggara Timur (NTT)
Kupang,2021,64.91,Nusa Tenggara Timur (NTT)
Kupang,2022,65.28,Nusa Tenggara Timur (NTT)
Kupang,2023,65.64,Nusa Tenggara Timur (NTT)
Kupang,2024,65.95,Nusa Tenggara Timur (NTT)
Lembata,2013,65.3,Nusa Tenggara Timur (NTT)
Lembata,2014,65.35,Nusa Tenggara Timur (NTT)
Lembata,2015,65.85,Nusa Tenggara Timur (NTT)
Lembata,2016,66.02,Nusa Tenggara Timur (NTT)
Lembata,2017,66.19,Nusa Tenggara Timur (NTT)
Lembata,2018,66.57,Nusa Tenggara Timur (NTT)
Lembata,2019,66.97,Nusa Tenggara Timur (NTT)
Lembata,2020,67.07,Nusa Tenggara Timur (NTT)
Lembata,2021,67.2,Nusa Tenggara Timur (NTT)
Lembata,2022,67.52,Nusa Tenggara Timur (NTT)
Lembata,2023,67.87,Nusa Tenggara Timur (NTT)
Lembata,2024,68.12,Nusa Tenggara Timur (NTT)
Malaka,2013,64.11,Nusa Tenggara Timur (NTT)
Malaka,2014,64.15,Nusa Tenggara Timur (NTT)
Malaka,2015,64.15,Nusa Tenggara Timur (NTT)
Malaka,2016,64.27,Nusa Tenggara Timur (NTT)
Malaka,2017,64.29,Nusa Tenggara Timur (NTT)
Malaka,2018,64.52,Nusa Tenggara Timur (NTT)
Malaka,2019,64.89,Nusa Tenggara Timur (NTT)
Malaka,2020,64.97,Nusa Tenggara Timur (NTT)
Malaka,2021,65.01,Nusa Tenggara Timur (NTT)
Malaka,2022,65.34,Nusa Tenggara Timur (NTT)
Malaka,2023,65.67,Nusa Tenggara Timur (NTT)
Malaka,2024,65.99,Nusa Tenggara Timur (NTT)
Manggarai,2013,64.75,Nusa Tenggara Timur (NTT)
Manggarai,2014,64.78,Nusa Tenggara Timur (NTT)
Manggarai,2015,65.48,Nusa Tenggara Timur (NTT)
Manggarai,2016,65.66,Nusa Tenggara Timur (NTT)
Manggarai,2017,65.84,Nusa Tenggara Timur (NTT)
Manggarai,2018,66.23,Nusa Tenggara Timur (NTT)
Manggarai,2019,66.77,Nusa Tenggara Timur (NTT)
Manggarai,2020,67.03,Nusa Tenggara Timur (NTT)
Manggarai,2021,67.11,Nusa Tenggara Timur (NTT)
Manggarai,2022,67.38,Nusa Tenggara Timur (NTT)
Manggarai,2023,67.63,Nusa Tenggara Timur (NTT)
Manggarai,2024,67.89,Nusa Tenggara Timur (NTT)
Manggarai Barat,2013,65.92,Nusa Tenggara Timur (NTT)
Manggarai Barat,2014,65.98,Nusa Tenggara Timur (NTT)
Manggarai Barat,2015,65.98,Nusa Tenggara Timur (NTT)
Manggarai Barat,2016,66.19,Nusa Tenggara Timur (NTT)
Manggarai Barat,2017,66.19,Nusa Tenggara Timur (NTT)
Manggarai Barat,2018,66.58,Nusa Tenggara Timur (NTT)
Manggarai Barat,2019,67.12,Nusa Tenggara Timur (NTT)
Manggarai Barat,2020,67.38,Nusa Tenggara Timur (NTT)
Manggarai Barat,2021,67.46,Nusa Tenggara Timur (NTT)
Manggarai Barat,2022,67.73,Nusa Tenggara Timur (NTT)
Manggarai Barat,2023,68,Nusa Tenggara Timur (NTT)
Manggarai Barat,2024,68.3,Nusa Tenggara Timur (NTT)
Manggarai Timur,2013,67.26,Nusa Tenggara Timur (NTT)
Manggarai Timur,2014,67.27,Nusa Tenggara Timur (NTT)
Manggarai Timur,2015,67.27,Nusa Tenggara Timur (NTT)
Manggarai Timur,2016,67.39,Nusa Tenggara Timur (NTT)
Manggarai Timur,2017,67.4,Nusa Tenggara Timur (NTT)
Manggarai Timur,2018,67.62,Nusa Tenggara Timur (NTT)
Manggarai Timur,2019,67.98,Nusa Tenggara Timur (NTT)
Manggarai Timur,2020,68.04,Nusa Tenggara Timur (NTT)
Manggarai Timur,2021,68.07,Nusa Tenggara Timur (NTT)
Manggarai Timur,2022,68.29,Nusa Tenggara Timur (NTT)
Manggarai Timur,2023,68.49,Nusa Tenggara Timur (NTT)
Manggarai Timur,2024,68.69,Nusa Tenggara Timur (NTT)
Nagekeo,2013,66.04,Nusa Tenggara Timur (NTT)
Nagekeo,2014,66.05,Nusa Tenggara Timur (NTT)
Nagekeo,2015,66.25,Nusa Tenggara Timur (NTT)
Nagekeo,2016,66.31,Nusa Tenggara Timur (NTT)
Nagekeo,2017,66.36,Nusa Tenggara Timur (NTT)
Nagekeo,2018,66.62,Nusa Tenggara Timur (NTT)
Nagekeo,2019,67.03,Nusa Tenggara Timur (NTT)
Nagekeo,2020,67.13,Nusa Tenggara Timur (NTT)
Nagekeo,2021,67.25,Nusa Tenggara Timur (NTT)
Nagekeo,2022,67.56,Nusa Tenggara Timur (NTT)
Nagekeo,2023,67.91,Nusa Tenggara Timur (NTT)
Nagekeo,2024,68.17,Nusa Tenggara Timur (NTT)
Ngada,2013,67.3,Nusa Tenggara Timur (NTT)
Ngada,2014,67.32,Nusa Tenggara Timur (NTT)
Ngada,2015,67.32,Nusa Tenggara Timur (NTT)
Ngada,2016,67.34,Nusa Tenggara Timur (NTT)
Ngada,2017,67.36,Nusa Tenggara Timur (NTT)
Ngada,2018,67.59,Nusa Tenggara Timur (NTT)
Ngada,2019,67.96,Nusa Tenggara Timur (NTT)
Ngada,2020,68.04,Nusa Tenggara Timur (NTT)
Ngada,2021,68.12,Nusa Tenggara Timur (NTT)
Ngada,2022,68.4,Nusa Tenggara Timur (NTT)
Ngada,2023,68.71,Nusa Tenggara Timur (NTT)
Ngada,2024,68.92,Nusa Tenggara Timur (NTT)
Rote Ndao,2013,62.67,Nusa Tenggara Timur (NTT)
Rote Ndao,2014,62.86,Nusa Tenggara Timur (NTT)
Rote Ndao,2015,62.86,Nusa Tenggara Timur (NTT)
Rote Ndao,2016,63.13,Nusa Tenggara Timur (NTT)
Rote Ndao,2017,63.41,Nusa Tenggara Timur (NTT)
Rote Ndao,2018,63.8,Nusa Tenggara Timur (NTT)
Rote Ndao,2019,64.34,Nusa Tenggara Timur (NTT)
Rote Ndao,2020,64.6,Nusa Tenggara Timur (NTT)
Rote Ndao,2021,64.88,Nusa Tenggara Timur (NTT)
Rote Ndao,2022,65.26,Nusa Tenggara Timur (NTT)
Rote Ndao,2023,65.6,Nusa Tenggara Timur (NTT)
Rote Ndao,2024,65.85,Nusa Tenggara Timur (NTT)
Sabu Raijua,2013,57.83,Nusa Tenggara Timur (NTT)
Sabu Raijua,2014,57.98,Nusa Tenggara Timur (NTT)
Sabu Raijua,2015,58.38,Nusa Tenggara Timur (NTT)
Sabu Raijua,2016,58.69,Nusa Tenggara Timur (NTT)
Sabu Raijua,2017,59,Nusa Tenggara Timur (NTT)
Sabu Raijua,2018,59.53,Nusa Tenggara Timur (NTT)
Sabu Raijua,2019,60.23,Nusa Tenggara Timur (NTT)
Sabu Raijua,2020,60.64,Nusa Tenggara Timur (NTT)
Sabu Raijua,2021,60.66,Nusa Tenggara Timur (NTT)
Sabu Raijua,2022,60.87,Nusa Tenggara Timur (NTT)
Sabu Raijua,2023,61.06,Nusa Tenggara Timur (NTT)
Sabu Raijua,2024,61.27,Nusa Tenggara Timur (NTT)
Sikka,2013,65.68,Nusa Tenggara Timur (NTT)
Sikka,2014,65.7,Nusa Tenggara Timur (NTT)
Sikka,2015,66.1,Nusa Tenggara Timur (NTT)
Sikka,2016,66.2,Nusa Tenggara Timur (NTT)
Sikka,2017,66.3,Nusa Tenggara Timur (NTT)
Sikka,2018,66.61,Nusa Tenggara Timur (NTT)
Sikka,2019,67.07,Nusa Tenggara Timur (NTT)
Sikka,2020,67.24,Nusa Tenggara Timur (NTT)
Sikka,2021,67.45,Nusa Tenggara Timur (NTT)
Sikka,2022,67.86,Nusa Tenggara Timur (NTT)
Sikka,2023,68.3,Nusa Tenggara Timur (NTT)
Sikka,2024,68.52,Nusa Tenggara Timur (NTT)
Sumba Barat,2013,66.07,Nusa Tenggara Timur (NTT)
Sumba Barat,2014,66.11,Nusa Tenggara Timur (NTT)
Sumba Barat,2015,66.11,Nusa Tenggara Timur (NTT)
Sumba Barat,2016,66.15,Nusa Tenggara Timur (NTT)
Sumba Barat,2017,66.2,Nusa Tenggara Timur (NTT)
Sumba Barat,2018,66.58,Nusa Tenggara Timur (NTT)
Sumba Barat,2019,66.98,Nusa Tenggara Timur (NTT)
Sumba Barat,2020,67.08,Nusa Tenggara Timur (NTT)
Sumba Barat,2021,67.12,Nusa Tenggara Timur (NTT)
Sumba Barat,2022,67.35,Nusa Tenggara Timur (NTT)
Sumba Barat,2023,67.57,Nusa Tenggara Timur (NTT)
Sumba Barat,2024,67.72,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2013,67.05,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2014,67.08,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2015,67.08,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2016,67.71,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2017,67.76,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2018,68.02,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2019,68.43,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2020,68.53,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2021,68.57,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2022,68.79,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2023,68.99,Nusa Tenggara Timur (NTT)
Sumba Barat Daya,2024,69.2,Nusa Tenggara Timur (NTT)
Sumba Tengah,2013,67.61,Nusa Tenggara Timur (NTT)
Sumba Tengah,2014,67.65,Nusa Tenggara Timur (NTT)
Sumba Tengah,2015,67.65,Nusa Tenggara Timur (NTT)
